"","long","lat","fecha_instalacion","elemento","linea_1","linea_2","linea_3","observaciones","calle_nombre","calle_altura","barrio","comuna","codigo_postal","codigo_postal_argentino"
"160",-58.3617764215283,-34.640090401068,"2015-06-01 00:00:00","REFUGIO","29","33","64","NUEVO","Av. Don Pedro de Mendoza","1981","Boca","COMUNA 4",1169,"C1169AAD"
"161",-58.368724470535,-34.6174112942778,"2015-06-01 00:00:00","REFUGIO","22","29","","NUEVO","Av. Paseo Colon","810","San Telmo","1",1063,"C1063ACV"
"162",-58.3687055128069,-34.6176814329012,"2015-06-01 00:00:00","REFUGIO","74","143","","NUEVO","Av. Paseo Colon","840","San Telmo","1",1063,"C1063ACV"
"163",-58.3687572932467,-34.6177742657789,"2015-06-01 00:00:00","REFUGIO","33","93","130","NUEVO","Av. Paseo Colon","850","San Telmo","1",1063,"C1063ACV"
"164",-58.3687509740249,-34.6178643119877,"2015-06-01 00:00:00","REFUGIO","62","64","152","NUEVO","Av. Paseo Colon","860","San Telmo","1",1063,"C1063ACV"
"165",-58.3712329399922,-34.6077235524449,"2015-07-01 00:00:00","REFUGIO","22","50","91","NUEVO","Av. Rivadavia","311","San Nicolas","1",1002,"C1002AAB"
"166",-58.3714409643871,-34.6077657622401,"2015-12-01 00:00:00","REFUGIO","","126 (i)","105 (i)","NUEVO","Rivadavia Av. ","331","San Nicolas","1",1002,"C1002AAB"
"167",-58.3888786565492,-34.6089617837667,"2016-03-01 00:00:00","REFUGIO","60","","","NUEVO","Rivadavia Av.","1581","San Nicolas","1",1033,"C1033AAF"
"168",-58.3895892355943,-34.6090334504579,"2016-03-01 00:00:00","REFUGIO","90 (i)","","","NUEVO","Rivadavia Av.","1635","San Nicolas","1",1033,"C1033AAG"
"169",-58.3897670934155,-34.6090516115057,"2016-03-01 00:00:00","REFUGIO","98","151","","NUEVO","Rivadavia Av.","1649","San Nicolas","1",1033,"C1033AAG"
"170",-58.3909551814894,-34.609128953491,"2016-03-01 00:00:00","REFUGIO","56","64","","NUEVO","Rivadavia Av.","1719","San Nicolas","1",1033,""
"171",-58.3788541687243,-34.6301437333938,"2016-10-01 00:00:00","REFUGIO","46 v","","","NUEVO","Hornos, Gral. ","21","Constitucion","1",1154,"C1154ACA"
"172",-58.3789634665871,-34.6298449614791,"2016-10-01 00:00:00","REFUGIO","45 i","","","NUEVO","Hornos, Gral. ","81","Constitucion","1",1154,"C1154ACA"
"173",-58.3788541687243,-34.6301437333938,"2016-11-01 00:00:00","REFUGIO","","","","NUEVO","Gral. Hornos","21","Constitucion","1",1154,"C1154ACA"
"174",-58.3788541687243,-34.6301437333938,"2016-11-01 00:00:00","REFUGIO","","","","NUEVO","Gral. Hornos","31","Constitucion","1",1154,"C1154ACA"
"175",NA,NA,"2016-12-01 00:00:00","REFUGIO","","","","NUEVO","Corrientes, Av.","172","San Nicolas","1",1043,"C1043AAO"
"176",-58.3789634665871,-34.6298449614791,"2017-01-01 00:00:00","REFUGIO","","","","NUEVO","Gral. Hornos","81","Constitucion","COMUNA 01",1154,"C1154ACA"
"177",-58.3790361168177,-34.6296301983621,"2017-01-01 00:00:00","REFUGIO","","","","NUEVO","Gral. Hornos","91","Constitucion","COMUNA 01",1154,"C1154ACA"
"178",NA,NA,"2017-03-01 00:00:00","REFUGIO","60 (j - k - m -ñ -q -s)","","","NUEVO","Brasil ","1107","Constitucion","COMUNA 01",1154,"C1154AAS"
"179",NA,NA,"2017-03-01 00:00:00","REFUGIO","60 (i) f-g-h-i","","","NUEVO","Brasil ","1117","Constitucion","COMUNA 01",1154,"C1154AAS"
"180",NA,NA,"2017-03-01 00:00:00","REFUGIO","168 (i) a-b-c","","","NUEVO","Brasil ","1127","Constitucion","COMUNA 01",1154,"C1154AAS"
"181",NA,NA,"2017-03-01 00:00:00","REFUGIO","","","","NUEVO","Brasil ","1165","Constitucion","COMUNA 01",1154,"C1154AAS"
"182",NA,NA,"2017-03-01 00:00:00","REFUGIO","","","","NUEVO","Brasil ","1185","Constitucion","COMUNA 01",1154,"C1154AAS"
"183",NA,NA,"2017-03-01 00:00:00","REFUGIO","","","","NUEVO","Brasil ","1195","Constitucion","COMUNA 01",1154,"C1154AAS"
"184",NA,NA,"2017-11-01 00:00:00","REFUGIO","124i","180","","","Lavalle ","1759","San Nicolas","COMUNA 01",1048,"C1048AAO"
"185",NA,NA,"2017-11-01 00:00:00","REFUGIO","111v","115i","","","Talcahuano ","628","San Nicolas","COMUNA 01",1013,"C1013AAN"
"186",NA,NA,"2017-11-01 00:00:00","REFUGIO","102 i","","","","Uruguay ","580","San Nicolas","COMUNA 01",1015,"C1015ABL"
"187",NA,NA,"2018-03-01 00:00:00","REFUGIO","25 - 107","","","","Azopardo","1504","Boca","4",1107,"C1107AEB"
"188",NA,NA,"2018-05-01 00:00:00","REFUGIO","","","","","Bouchard","504","San Nicolas","COMUNA 01",1106,"C1106ABH"
"189",NA,NA,"2018-05-01 00:00:00","REFUGIO","","","","","Bouchard","528","San Nicolas","COMUNA 01",1106,"C1106ABH"
"190",NA,NA,"2018-07-01 00:00:00","REFUGIO","105","","","","PERON, TTE. GRAL. JUAN DOMINGO","95","San Nicolas","COMUNA 01",1038,"C1038AAA"
"191",NA,NA,"2018-07-01 00:00:00","REFUGIO","159","","","","PERON, TTE. GRAL. JUAN DOMINGO","121","San Nicolas","COMUNA 01",1038,"C1038AAC"
"192",NA,NA,"2018-10-01 00:00:00","REFUGIO","150","","","nuevo","CALLAO, AV.","121","San Nicolas","COMUNA 1",1022,"C1022AAB"
"193",NA,NA,"2018-11-01 00:00:00","REFUGIO","","","","NUEVO","Av. Callao","121","San Nicolas","COMUNA 1",1022,"C1022AAB"
"194",NA,NA,"2018-12-01 00:00:00","REFUGIO","","","","NUEVO","Av. Regimiento de los Patricios","532","Boca","",1265,"C1265ADS"
"195",NA,NA,"2012 - 2015","REFUGIO","61","103","143","NUEVO","Moreau De Justo, Alicia Av.","1405","Puerto Madero","",1107,"C1107AFC"
"196",NA,NA,"2012 - 2015","REFUGIO","143","152","","NUEVO","Moreau De Justo, Alicia Av.","1410","Puerto Madero","",1107,"C1107AFD"
"197",NA,NA,"2012 - 2015","REFUGIO","61","103","143","NUEVO","Moreau De Justo, Alicia Av.","1520","Puerto Madero","",1107,"C1107AFF"
"198",-58.37330565,-34.60327936,"2014-12-01 00:00:00","PUESTO DE FLORES","","","","NUEVO","Corrientes","423","San Nicolas","Comuna 1",1043,"C1043AAE"
"199",-58.37419353,-34.60316646,"2014-12-01 00:00:00","PUESTO DE FLORES","","","","NUEVO","Corrientes","525","San Nicolas","Comuna 1",1043,"C1043AAF"
"200",NA,NA,"2016-02-01 00:00:00","PUESTO DE FLORES","","","","NUEVO","Corrientes, Av.","1188","San Nicolas","COMUNA 1",1043,"C1043AAY"
"201",NA,NA,"2017-01-01 00:00:00","PUESTO DE FLORES","","","","NUEVO","Av. Roque S. Peña ","909","San Nicolas","COMUNA 1",1035,"C1035AAE"
"202",NA,NA,"2017-02-01 00:00:00","PUESTO DE FLORES","","","","NUEVO","Corrientes, Av.","756","San Nicolas","COMUNA 1",1043,"C1043AAU"
"203",NA,NA,"2017-04-01 00:00:00","PUESTO DE FLORES","","","","NUEVO","DE MAYO, AV.","801","Monserrat","COMUNA 1",1084,"C1084AAD"
"204",NA,NA,"2017-08-01 00:00:00","PUESTO DE FLORES","","","","NUEVO","Av. De Mayo","737","Monserrat","COMUNA 1",1084,"C1084AAC"
"205",NA,NA,"2017-11-01 00:00:00","PUESTO DE FLORES","","","","","Av. De Mayo ","620","Monserrat","COMUNA 1",1084,"C1084AAO"
"206",NA,NA,"2017-12-01 00:00:00","PUESTO DE FLORES","","","","","Av. Alte. Brown","789","Boca","COMUNA 4",1155,"C1155AEE"
"207",NA,NA,"2017-12-01 00:00:00","PUESTO DE FLORES","","","","","Av. Corrientes","1556","San Nicolas","COMUNA 1",1042,"C1042AAO"
"208",NA,NA,"2018-03-01 00:00:00","PUESTO DE FLORES","","","","","DE MAYO, AV.","1109","Monserrat","1",1085,"C1085ABB"
"209",NA,NA,"2018-04-01 00:00:00","PUESTO DE FLORES","","","","","Carlos Pellegrini","559","San Nicolas","1",1009,"C1009ABK"
"210",NA,NA,"2018-05-01 00:00:00","PUESTO DE FLORES","","","","","Carlos Pellegrini","35","San Nicolas","COMUNA 1",1009,"C1009ABA"
"211",NA,NA,"2018-05-01 00:00:00","PUESTO DE FLORES","","","","","Cerrito","348","San Nicolas","COMUNA 1",1010,"C1010AAH"
"212",NA,NA,"2018-07-01 00:00:00","PUESTO DE FLORES","","","","","DE MAYO, AV.","570","Monserrat","COMUNA 1",1084,"C1084AAN"
"213",NA,NA,"2018-07-01 00:00:00","PUESTO DE FLORES","","","","","Florida","410","San Nicolas","COMUNA 1",1005,"C1005AAJ"
"214",NA,NA,"2018-07-01 00:00:00","PUESTO DE FLORES","","","","","PELLEGRINI CARLOS","743","San Nicolas","COMUNA 1",1009,"C1009ABO"
"215",NA,NA,"2018-08-01 00:00:00","PUESTO DE FLORES","","","","NUEVO","Av. De Mayo ","633","Monserrat","COMUNA 1",1084,"C1084AAB"
"216",NA,NA,"2018-12-01 00:00:00","PUESTO DE FLORES","","","","nuevo","URUGUAY","763","San Nicolas","1",1015,"C1015ABO"
"217",NA,NA,"2018-10-01 00:00:00","PUESTO DE DIARIOS ","","","","nuevo","H. Yrigoyen","408","Monserrat","COMUNA 1",1086,"C1086AAF"
"218",NA,NA,"2016-08-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Corrientes, Av.","1187","San Nicolas","COMUNA 1",1043,"C1043AAL"
"219",NA,NA,"2017-04-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","DE MAYO, AV.","1411","Monserrat","COMUNA 1",1085,"C1085ABE"
"220",NA,NA,"2017-06-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Corrientes, Av.","566","San Nicolas","COMUNA 1",1043,"C1043AAS"
"221",NA,NA,"2017-06-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Rivadavia Av.","381","San Nicolas","COMUNA 2",1002,"C1002AAB"
"222",NA,NA,"2017-07-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","DE MAYO, AV.","1184","Monserrat","COMUNA 1",1085,"C1085ABO"
"223",NA,NA,"2017-08-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Av. Corrientes","1381","San Nicolas","",1043,"C1043ABA"
"224",NA,NA,"2017-09-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Av. Corrientes","369","San Nicolas","COMUNA 1",1043,"C1043AAD"
"225",NA,NA,"2017-10-01 00:00:00","PUESTO DE DIARIOS","","","","","Alem","389","San Nicolas","COMUNA 1",1003,"C1003AAD"
"226",NA,NA,"2017-10-01 00:00:00","PUESTO DE DIARIOS","","","","","Av. Roque Saenz Peña","511","San Nicolas","COMUNA 1",1035,"C1035AAA"
"227",NA,NA,"2017-11-01 00:00:00","PUESTO DE DIARIOS","","","","","CORRIENTES, AV.","777","San Nicolas","COMUNA 1",1043,"C1043AAH"
"228",NA,NA,"2017-12-01 00:00:00","PUESTO DE DIARIOS","","","","","Av. Córdoba","986","San Nicolas","",1054,"C1054AAV"
"229",NA,NA,"2018-01-01 00:00:00","PUESTO DE DIARIOS","","","","","Lima","1111","Constitucion","COMUNA 1",1073,"C1073AAW"
"230",NA,NA,"2018-02-01 00:00:00","PUESTO DE DIARIOS","","","","","Av. Corrientes","415","San Nicolas","COMUNA 1",1043,"C1043AAE"
"231",NA,NA,"2018-03-01 00:00:00","PUESTO DE DIARIOS","","","",""," Cerrito","110","San Nicolas","1",1010,"C1010AAD"
"232",NA,NA,"2018-03-01 00:00:00","PUESTO DE DIARIOS","","","","","Av. Corrientes","815","San Nicolas","1",1043,"C1043AAI"
"233",NA,NA,"2018-03-01 00:00:00","PUESTO DE DIARIOS","","","","","CORRIENTES, AV.","735","San Nicolas","1",1043,"C1043AAH"
"234",NA,NA,"2018-04-01 00:00:00","PUESTO DE DIARIOS","","","","","Av. Corrientes","1145","San Nicolas","",1043,"C1043AAL"
"235",NA,NA,"2018-04-01 00:00:00","PUESTO DE DIARIOS","","","","","Brasil","1142","Constitucion","1",1154,"C1154AAT"
"236",NA,NA,"2018-04-01 00:00:00","PUESTO DE DIARIOS","","","","","Corrientes, Av.","680","San Nicolas","1",1043,"C1043AAT"
"237",NA,NA,"2018-05-01 00:00:00","PUESTO DE DIARIOS","","","","","Av. Corrientes","790","San Nicolas","COMUNA 1",1043,"C1043AAU"
"238",NA,NA,"2018-05-01 00:00:00","PUESTO DE DIARIOS","","","","","Av. Corrientes","886","San Nicolas","COMUNA 1",1043,"C1043AAV"
"239",NA,NA,"2018-05-01 00:00:00","PUESTO DE DIARIOS","","","","","Belgrano, Av.","794","Monserrat","COMUNA 1",1092,"C1092AAU"
"240",NA,NA,"2018-05-01 00:00:00","PUESTO DE DIARIOS","","","","","Brasil","1142","Constitucion","COMUNA 1",1154,"C1154AAT"
"241",NA,NA,"2018-05-01 00:00:00","PUESTO DE DIARIOS","","","","","Corrientes, Av.","624","San Nicolas","COMUNA 1",1043,"C1043AAT"
"242",NA,NA,"2018-06-01 00:00:00","PUESTO DE DIARIOS","","","","","ALEM LEANDRO N., AV.","339","San Nicolas","COMUNA 1",1003,"C1003AAD"
"243",NA,NA,"2018-06-01 00:00:00","PUESTO DE DIARIOS","","","","","Av. Corrientes","1612","San Nicolas","COMUNA 1",1042,"C1042AAP"
"244",NA,NA,"2018-06-01 00:00:00","PUESTO DE DIARIOS","","","","","Av. De Mayo","998","Monserrat","COMUNA 1",1084,"C1084AAR"
"245",NA,NA,"2018-06-01 00:00:00","PUESTO DE DIARIOS","","","","","BRASIL","1110","Constitucion","COMUNA 1",1154,"C1154AAT"
"246",NA,NA,"2018-06-01 00:00:00","PUESTO DE DIARIOS","","","","","CORRIENTES, AV.","706","San Nicolas","COMUNA 1",1043,"C1043AAU"
"247",NA,NA,"2018-07-01 00:00:00","PUESTO DE DIARIOS","","","","","Av. Garay","1151","Constitucion","",1153,"C1153ABJ"
"248",NA,NA,"2018-07-01 00:00:00","PUESTO DE DIARIOS","","","","","PELLEGRINI CARLOS","121","San Nicolas","COMUNA 1",1009,"C1009ABC"
"249",NA,NA,"2018-07-01 00:00:00","PUESTO DE DIARIOS","","","","","URUGUAY","705","San Nicolas","COMUNA 1",1015,"C1015ABO"
"250",NA,NA,"2018-08-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Av. Alem","796","San Nicolas","COMUNA 1",1001,"C1001AAP"
"251",NA,NA,"2018-08-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Av. De MAyo","575","Monserrat","COMUNA 1",1084,"C1084AAA"
"252",NA,NA,"2018-08-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","CORRIENTES, AV.","1382","San Nicolas","COMUNA 1",1043,"C1043ABN"
"253",NA,NA,"2018-09-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","CERRITO","484","San Nicolas","COMUNA 1",1010,"C1010AAJ"
"254",NA,NA,"2018-11-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Av. Corrientes","617","San Nicolas","1",1043,"C1043AAG"
"255",NA,NA,"2018-11-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Av. Entre Rios ","710","Monserrat","1",1080,"C1080ABO"
"256",NA,NA,"2018-11-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Av. San Juan","506","San Telmo","1",1147,"C1147AAQ"
"257",NA,NA,"2018-11-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Gral. Hornos","25","Constitucion","1",1154,"C1154ACA"
"258",NA,NA,"2018-11-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Lavalle ","893","San Nicolas","1",1047,"C1047AAQ"
"259",NA,NA,"2018-12-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Av. Julio Roca","795","Monserrat","1",1067,"C1067ABC"
"260",NA,NA,"2018-12-01 00:00:00","PUESTO DE DIARIOS","","","","nuevo","CORRIENTES, AV.","960","San Nicolas","3",1043,"C1043AAW"
"261",NA,NA,"2019-01-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Av. Callao","157","San Nicolas","1",1022,"C1022AAB"
"262",NA,NA,"2019-01-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Av. Corrientes","668","San Nicolas","1",1043,"C1043AAT"
"263",NA,NA,"2019-01-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Av. Corrientes","1505","San Nicolas","1",1042,"C1042AAB"
"264",NA,NA,"2019-02-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Av. Caseros","467","San Telmo","1",1152,"C1152AAA"
"265",NA,NA,"2019-02-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Av. Corrientes","1512","San Nicolas","1",1042,"C1042AAO"
"266",NA,NA,"2019-02-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Av. Entre Rios ","390","Monserrat","1",1079,"C1079ABQ"
"267",NA,NA,"2019-02-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Av. Rivadavia","1581","San Nicolas","1",1033,"C1033AAF"
"268",NA,NA,"2019-02-01 00:00:00","PUESTO DE DIARIOS","","","","NUEVO","Pellegrini ","301","San Nicolas","1",1009,"C1009ABG"
"269",-58.3781290652978,-34.608820710638,"2013-01-01 00:00:00","PPLT ","","","","NUEVO","AV. DE MAYO","825","Monserrat","COMUNA 01",1084,"C1084AAD"
"270",-58.3707617631604,-34.621890678098,"2015-02-01 00:00:00","PPLT ","","","","NUEVO","SAN JUAN, AV.","352","San Telmo","COMUNA 1",1147,"C1147AAO"
"271",-58.37886901456,-34.6051746442705,"2012-09-01 00:00:00","PPLT","","","","NUEVO","Roque Saenz Peña ","864","San Nicolas","COMUNA 01",1035,"C1035AAQ"
"272",-58.3691932432033,-34.6399917748956,"2015-06-01 00:00:00","PPLT","","","","NUEVO","Regimiento De Patricios Av. ","1098","Boca","COMUNA 4",1265,"C1265AEQ"
"273",NA,NA,"2016-07-01 00:00:00","PPLT","","","","NUEVO","Achaval Rodriguez, T., Dr. Av. ","1400","Puerto Madero","COMUNA 1",1107,"C1107ACP"
"274",NA,NA,"2016-08-01 00:00:00","PPLT","","","","NUEVO","Av. Roque S. Peña ","728","San Nicolas","COMUNA 1",1035,"C1035AAP"
"275",NA,NA,"2016-08-01 00:00:00","PPLT","","","","NUEVO","BELGRANO, AV.","380","Monserrat","COMUNA 1",1092,"C1092AAQ"
"276",NA,NA,"2016-08-01 00:00:00","PPLT","","","","NUEVO","BRANDSEN","805","Boca","COMUNA 4",1161,"C1161AAQ"
"277",NA,NA,"2016-08-01 00:00:00","PPLT","","","","NUEVO","CAFFARENA AGUSTIN","50","Boca","COMUNA 4",1157,"C1157ADB"
"278",-58.3781290652978,-34.608820710638,"2016-08-01 00:00:00","PPLT","","","","NUEVO","DE MAYO, AV.","825","Monserrat","COMUNA 01",1084,"C1084AAD"
"279",NA,NA,"2016-08-01 00:00:00","PPLT","","","","NUEVO","Independencia, Av.","331","San Telmo","COMUNA 1",1099,"C1099AAD"
"280",NA,NA,"2016-08-01 00:00:00","PPLT","","","","NUEVO","PEDRO DE MENDOZA, AV.","1959","Boca","COMUNA 4",1169,"C1169AAD"
"281",NA,NA,"2016-08-01 00:00:00","PPLT","","","","NUEVO","Rivadavia Av.","1553","San Nicolas","COMUNA 1",1033,"C1033AAF"
"282",NA,NA,"2016-08-01 00:00:00","PPLT","","","","NUEVO","San Juan, Av.","350","San Telmo","COMUNA 1",1147,"C1147AAO"
"283",NA,NA,"2017-01-01 00:00:00","PPLT","","","","NUEVO","Av. Roque S. Peña ","732","San Nicolas","COMUNA 1",1035,"C1035AAP"
"284",NA,NA,"2017-04-01 00:00:00","PPLT","","","","NUEVO","Av. Córdoba","498","San Nicolas","COMUNA 1",1054,"C1054AAQ"
"285",NA,NA,"2016-05-01 00:00:00","PPL LED","","","","NUEVO","Corrientes, Av.","1591","San Nicolas","COMUNA 1",1042,"C1042AAB"
"286",NA,NA,"2016-06-01 00:00:00","PPL LED","","","","NUEVO","Av. Córdoba","610","San Nicolas","COMUNA 1",1054,"C1054AAS"
"287",NA,NA,"2016-07-01 00:00:00","PPL LED","","","","NUEVO","MOREAU DE JUSTO ALICIA, AV.","80","Puerto Madero","COMUNA 1",1107,"C1107AAB"
"288",NA,NA,"2017-01-01 00:00:00","PPL LED","","","","NUEVO","Gorriti","899","Puerto Madero","COMUNA 1",1107,""
"289",-58.3928097122747,-34.5998128468581,"2012-08-01 00:00:00","PPL","","","","NUEVO","CALLAO AV.","795","San Nicolas","COMUNA 01",1023,"C1023AAA"
"290",-58.3922675109222,-34.6035261789834,"2012-09-01 00:00:00","PPL","","","","NUEVO","CALLAO AV.","483","San Nicolas","COMUNA 01",1022,"C1022AAE"
"291",-58.3923653437252,-34.6027301324979,"2012-09-01 00:00:00","PPL","","","","NUEVO","CALLAO AV.","537","San Nicolas","COMUNA 01",1022,"C1022AAF"
"292",-58.3918850114294,-34.6088807558608,"2012-10-01 00:00:00","PPL","","","","NUEVO","Av . Callao","11","San Nicolas","COMUNA 01",1022,"C1022AAA"
"293",-58.3920504722988,-34.6063214511229,"2012-10-01 00:00:00","PPL","","","","NUEVO","Av . Callao","241","San Nicolas","COMUNA 01",1022,"C1022AAC"
"294",-58.3923255476871,-34.602952266279,"2012-10-01 00:00:00","PPL","","","","NUEVO","Av . Callao","511","San Nicolas","COMUNA 01",1022,"C1022AAF"
"295",-58.3926121892598,-34.6012048238689,"2012-10-01 00:00:00","PPL","","","","NUEVO","Av . Callao","675","San Nicolas","COMUNA 01",1022,"C1022AAG"
"296",-58.37316938,-34.59862489,"2012-10-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","402","San Nicolas","Comuna 1",1054,"C1054AAQ"
"297",-58.37715574,-34.59890897,"2012-10-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","710","San Nicolas","Comuna 1",1054,"C1054AAT"
"298",-58.3916941701321,-34.6116034475078,"2012-10-01 00:00:00","PPL","","","","NUEVO","Av. Entre Rios","210","Monserrat","COMUNA 01",1079,"C1079ABP"
"299",-58.3916213541808,-34.6137043894903,"2012-10-01 00:00:00","PPL","","","","NUEVO","ENTRE RIOS, AV.","398","Monserrat","COMUNA 01",1079,"C1079ABQ"
"300",-58.3915952054196,-34.6145306865103,"2012-10-01 00:00:00","PPL","","","","NUEVO","ENTRE RIOS, AV.","470","Monserrat","COMUNA 01",1079,"C1079ABR"
"301",-58.3914749842365,-34.6212720300809,"2012-10-01 00:00:00","PPL","","","","NUEVO","ENTRE RIOS, AV.","1080","Constitucion","COMUNA 01",1080,"C1080ABR"
"302",-58.37556198,-34.59879871,"2012-11-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","610","San Nicolas","Comuna 1",1054,"C1054AAS"
"303",-58.38301032,-34.59919147,"2012-11-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","1118","San Nicolas","Comuna 1",1055,"C1055AAO"
"304",-58.38878511,-34.59946814,"2012-11-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","1534","San Nicolas","Comuna 1",1055,"C1055AAS"
"305",-58.39048436,-34.59957191,"2012-11-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","1646","San Nicolas","Comuna 1",1055,"C1055AAT"
"306",-58.3919242679079,-34.608243927465,"2012-11-01 00:00:00","PPL","","","","NUEVO","CALLAO AV.","61","San Nicolas","COMUNA 01",1022,"C1022AAA"
"307",-58.3921735319704,-34.6046800576165,"2012-11-01 00:00:00","PPL","","","","NUEVO","CALLAO AV.","375","San Nicolas","COMUNA 01",1022,"C1022AAD"
"308",-58.392545752731,-34.6016550583,"2012-11-01 00:00:00","PPL","","","","NUEVO","CALLAO AV.","629","San Nicolas","COMUNA 01",1022,"C1022AAG"
"309",-58.3904449158232,-34.6324993787266,"2012-11-01 00:00:00","PPL","","","","NUEVO","ENTRE RIOS , AV.","2090","Constitucion","COMUNA 01",1133,"C1133AAV"
"310",-58.37180488,-34.59852031,"2012-12-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","320","San Nicolas","Comuna 1",1054,"C1054AAP"
"311",-58.37379024,-34.59867193,"2012-12-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","456","San Nicolas","Comuna 1",1054,"C1054AAQ"
"312",-58.37454057,-34.5986425,"2012-12-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","530","San Nicolas","Comuna 1",1054,"C1054AAR"
"313",-58.37881385,-34.59901013,"2013-01-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","836","San Nicolas","Comuna 1",1054,"C1054AAU"
"314",-58.38384785,-34.59923037,"2013-01-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","1196","San Nicolas","Comuna 1",1055,"C1055AAO"
"315",-58.38593767,-34.59932727,"2013-01-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","1334","San Nicolas","Comuna 1",1055,"C1055AAQ"
"316",-58.3725901286322,-34.5985798051879,"2013-04-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","380","San Nicolas","COMUNA 01",1054,"C1054AAP"
"317",-58.3743020229975,-34.5986257978236,"2013-04-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","510","San Nicolas","COMUNA 01",1054,"C1054AAR"
"318",-58.3753039411839,-34.5986959605144,"2013-04-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","594","San Nicolas","COMUNA 01",1054,"C1054AAR"
"319",-58.3780529113023,-34.5989717738343,"2013-04-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","798","San Nicolas","COMUNA 01",1054,"C1054AAT"
"320",-58.3793907390655,-34.5990348016346,"2013-04-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","880","San Nicolas","COMUNA 01",1054,"C1054AAU"
"321",-58.3810332014352,-34.5990985660303,"2013-04-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","996","San Nicolas","COMUNA 01",1054,"C1054AAV"
"322",-58.3899701958114,-34.5995354686676,"2013-04-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","1606","San Nicolas","COMUNA 01",1055,"C1055AAT"
"323",-58.3908443696117,-34.5995956090352,"2013-04-01 00:00:00","PPL","","","","NUEVO","Av. Córdoba","1668","San Nicolas","COMUNA 01",1055,"C1055AAT"
"324",-58.3789304196701,-34.6174677613526,"2013-05-01 00:00:00","PPL","","","","NUEVO","INDEPENDENCIA AV.","901","Monserrat","COMUNA 01",1099,"C1099AAJ"
"325",-58.374998418932,-34.6220559052079,"2013-05-01 00:00:00","PPL","","","","NUEVO","SAN JUAN, AV.","670","San Telmo","COMUNA 01",1147,"C1147AAR"
"326",-58.3896903,-34.6226178,"2013-05-01 00:00:00","PPL","","","","NUEVO","SAN JUAN, AV.","1680","Constitucion","Comuna 1",1148,"C1148AAR"
"327",-58.3920755268785,-34.6059758978429,"2013-06-01 00:00:00","PPL","","","","NUEVO","CALLAO AV.","283","San Nicolas","COMUNA 01",1022,"C1022AAC"
"328",-58.3916693788076,-34.6125292546694,"2013-06-01 00:00:00","PPL","","","","NUEVO","ENTRE RIOS , AV.","298","Monserrat","COMUNA 01",1079,"C1079ABP"
"329",-58.372991267027,-34.6218054289257,"2013-06-01 00:00:00","PPL","","","","NUEVO","SAN JUAN, AV.","505","San Telmo","COMUNA 01",1147,"C1147AAD"
"330",-58.3765889685356,-34.6221270481398,"2013-06-01 00:00:00","PPL","","","","NUEVO","SAN JUAN, AV.","750","San Telmo","COMUNA 01",1147,"C1147AAS"
