"","long","lat","fecha_instalacion","elemento","linea_1","linea_2","linea_3","observaciones","calle_nombre","calle_altura","barrio","comuna","codigo_postal","codigo_postal_argentino"
"32",-58.3778933778544,-34.6056867478068,"2012-11-01 00:00:00","REFUGIO","111","","","NUEVO","Roque Saenz Peña ","797","San Nicolas","1",1035,"C1035AAC"
"33",-58.36698728,-34.62810988,"2013-01-01 00:00:00","REFUGIO","152","159","","NUEVO","Alte Brown Av.","151","Boca","Comuna 4",1155,"C1155ADB"
"34",-58.36670964,-34.62832045,"2013-01-01 00:00:00","REFUGIO","129","168","","NUEVO","Alte Brown Av.","183","Boca","Comuna 4",1155,"C1155ADB"
"35",-58.36609868,-34.62840264,"2013-01-01 00:00:00","REFUGIO","168","","","NUEVO","Alte Brown Av.","232","Boca","Comuna 4",1155,"C1155ADP"
"36",-58.36297567,-34.63080564,"2013-01-01 00:00:00","REFUGIO","33","64","","NUEVO","Alte Brown Av.","653","Boca","Comuna 4",1155,"C1155AED"
"37",-58.36142113,-34.6314904,"2013-01-01 00:00:00","REFUGIO","29","53","","NUEVO","Alte Brown Av.","766","Boca","Comuna 4",1155,"C1155AER"
"38",-58.35955016,-34.63432197,"2013-01-01 00:00:00","REFUGIO","33","64","","NUEVO","Alte Brown Av.","1077","Boca","Comuna 4",1159,"C1159ABC"
"39",-58.35853458,-34.63572538,"2013-01-01 00:00:00","REFUGIO","64","152","","NUEVO","Alte Brown Av.","1254","Boca","Comuna 4",1159,"C1159ABR"
"40",-58.35827095,-34.63654254,"2013-01-01 00:00:00","REFUGIO","64","152","","NUEVO","Alte Brown Av.","1351","Boca","Comuna 4",1159,"C1159ABF"
"41",-58.3617640733166,-34.6312646405144,"2013-01-01 00:00:00","REFUGIO","129","159","","NUEVO","BROWN, ALMIRANTE","734","Boca","COMUNA 04",1155,"C1155AER"
"42",-58.3596989625451,-34.6340942804639,"2013-01-01 00:00:00","REFUGIO","25","152","","NUEVO","BROWN, ALMIRANTE","1055","Boca","COMUNA 04",1159,"C1159ABC"
"43",-58.358627410514,-34.6355713608706,"2013-01-01 00:00:00","REFUGIO","29","53","","NUEVO","BROWN, ALMIRANTE","1232","Boca","COMUNA 04",1159,"C1159ABR"
"44",-58.3583279302859,-34.6364471067623,"2013-01-01 00:00:00","REFUGIO","29","53","","NUEVO","BROWN, ALMIRANTE","1331","Boca","COMUNA 04",1159,"C1159ABF"
"45",-58.3670345270049,-34.6280740481612,"2013-01-01 00:00:00","REFUGIO","29","","","NUEVO","BROWN, ALMIRANTE ","145","Boca","COMUNA 04",1155,"C1155ADB"
"46",-58.3663762888059,-34.6282171958893,"2013-02-01 00:00:00","REFUGIO","29","53","","NUEVO","BROWN, ALMIRANTE","202","Boca","COMUNA 04",1155,"C1155ADP"
"47",-58.3662120102602,-34.6283309284477,"2013-02-01 00:00:00","REFUGIO","152","159","","NUEVO","BROWN, ALMIRANTE","220","Boca","COMUNA 04",1155,"C1155ADP"
"48",-58.3678911494578,-34.6246540366052,"2013-03-01 00:00:00","REFUGIO","33","93","","NUEVO","Paseo colon Av.","1450","San Telmo","1",1063,"C1063ADO"
"49",-58.3679749612141,-34.6256808098803,"2013-03-01 00:00:00","REFUGIO","152","159","","NUEVO","Paseo colon Av.","1551","Boca","COMUNA 04",1063,"C1063ADC"
"50",-58.36659736,-34.62849208,"2013-04-01 00:00:00","REFUGIO","33","64","","NUEVO","Av. Alte. Brown","195","Boca","Comuna 4",1155,"C1155ADB"
"51",-58.36329377,-34.6305962,"2013-04-01 00:00:00","REFUGIO","129","159","","NUEVO","Av. Alte. Brown","611","Boca","Comuna 4",1155,"C1155AED"
"52",-58.36275777,-34.6309491,"2013-04-01 00:00:00","REFUGIO","29","53","","NUEVO","Av. Alte. Brown","677","Boca","Comuna 4",1155,"C1155AED"
"53",-58.36113058,-34.63168167,"2013-04-01 00:00:00","REFUGIO","152","","","NUEVO","Av. Alte. Brown","790","Boca","Comuna 4",1155,"C1155AER"
"54",-58.35842716,-34.63590372,"2013-04-01 00:00:00","REFUGIO","33","46","","NUEVO","Av. Alte. Brown","1280","Boca","Comuna 4",1159,"C1159ABR"
"55",-58.3919650488759,-34.6075917466381,"2013-04-01 00:00:00","REFUGIO","150","","","NUEVO","Av. Callao","121","San Nicolas","1",1022,"C1022AAB"
"56",-58.3921353518323,-34.605176832377,"2013-04-01 00:00:00","REFUGIO","150","","","NUEVO","Av. Callao","337","San Nicolas","1",1022,"C1022AAD"
"57",-58.3917702370157,-34.6099542168611,"2013-04-01 00:00:00","REFUGIO","","","","NUEVO","Av. Entre Rios","40","Monserrat","1",1079,"C1079ABN"
"58",-58.3911987866225,-34.6256266383112,"2013-04-01 00:00:00","REFUGIO","","","","NUEVO","Av. Entre Rios","1444","Constitucion","1",1133,"C1133AAP"
"59",-58.3902786984871,-34.6339129247506,"2013-04-01 00:00:00","REFUGIO","37","150","","NUEVO","Av. Entre Rios","2190","Constitucion","1",1133,"C1133AAW"
"60",-58.36893455,-34.6278837,"2013-04-01 00:00:00","REFUGIO","53","168","","NUEVO","Av. Martín García","265","San Telmo","1",1165,"C1165ABB"
"61",-58.37062953,-34.62932408,"2013-04-01 00:00:00","REFUGIO","29","53","","NUEVO","Av. Martín García","395","San Telmo","1",1165,"C1165ABC"
"62",-58.3678725941961,-34.6248598975372,"2013-04-01 00:00:00","REFUGIO","4","74","","NUEVO","Av. Paseo Colon","1460","San Telmo","1",1063,"C1063ADO"
"63",-58.3679760262778,-34.6258183655742,"2013-04-01 00:00:00","REFUGIO","33","64","","NUEVO","Av. Paseo Colon","1565","San Telmo","1",1063,"C1063ADC"
"64",-58.37480863,-34.60740872,"2013-04-01 00:00:00","REFUGIO","91","105","111","NUEVO","Av. Pte. R. Saenz Peña","590","San Nicolas","1",1035,"C1035AAN"
"65",-58.3705393861566,-34.62994442008,"2013-04-01 00:00:00","REFUGIO","22","46","","NUEVO","Av. Regimiento de Patricios","38","Boca","COMUNA 04",1265,"C1265ADN"
"66",-58.3915191220735,-34.62045586799,"2013-04-01 00:00:00","REFUGIO","6","","","NUEVO","ENTRE RIOS, AV.","1024","Constitucion","1",1080,"C1080ABR"
"67",-58.3913605673943,-34.6233917214172,"2013-04-01 00:00:00","REFUGIO","50","","","NUEVO","ENTRE RIOS, AV.","1250","Constitucion","1",1133,"C1133AAN"
"68",-58.3679729760304,-34.6271429464002,"2013-04-01 00:00:00","REFUGIO","29","","","NUEVO","MARTIN GARCIA, AV.","201","San Telmo","1",1165,"C1165ABB"
"69",-58.3693124429056,-34.6282715186196,"2013-04-01 00:00:00","REFUGIO","74","93","168","NUEVO","MARTIN GARCIA, AV.","290","Boca","COMUNA 04",1165,"C1165ABO"
"70",-58.36619312,-34.62834288,"2013-05-01 00:00:00","REFUGIO","29","53","","NUEVO","Av. Alte. Brown","222","Boca","Comuna 4",1155,"C1155ADP"
"71",-58.3822175524473,-34.6222854509012,"2013-05-01 00:00:00","REFUGIO","126","","","NUEVO","Av. San Juan","1148","Constitucion","1",1147,"C1147AAW"
"72",-58.3781869,-34.62791608,"2013-05-01 00:00:00","REFUGIO","129","148","","NUEVO","Bernardo de irigoyen","1638","Constitucion","1",1138,"C1138ABJ"
"73",-58.3631725913891,-34.6306759909864,"2013-05-01 00:00:00","REFUGIO","25","152","","NUEVO","BROWN, ALMIRANTE","627","Boca","COMUNA 04",1155,"C1155AED"
"74",-58.3921540189894,-34.6049339483877,"2013-05-01 00:00:00","REFUGIO","50","","","NUEVO","CALLAO AV.","353","San Nicolas","1",1022,"C1022AAD"
"75",-58.3915662313952,-34.616070536817,"2013-05-01 00:00:00","REFUGIO","150","","","NUEVO","ENTRE RIOS, AV.","640","Monserrat","1",1080,"C1080ABN"
"76",-58.3698469442716,-34.6357744966165,"2013-05-01 00:00:00","REFUGIO","24","39","","NUEVO","REGIMIENTO DE PATRICIOS ,AV.","624","Boca","COMUNA 04",1265,"C1265ADT"
"77",-58.3697774988578,-34.6362226621589,"2013-05-01 00:00:00","REFUGIO","10","70","","NUEVO","REGIMIENTO DE PATRICIOS ,AV.","682","Boca","COMUNA 04",1265,"C1265ADT"
"78",-58.3685843299261,-34.6440654539734,"2013-05-01 00:00:00","REFUGIO","33","74","","NUEVO","REGIMIENTO DE PATRICIOS ,AV.","1516","Boca","COMUNA 04",1266,"C1266AAO"
"79",-58.3818396803465,-34.622265508694,"2013-05-01 00:00:00","REFUGIO","53","129","","NUEVO","SAN JUAN, AV.","1122","Constitucion","1",1147,"C1147AAW"
"80",-58.3689712061629,-34.6169876783615,"2013-06-01 00:00:00","REFUGIO","8","86","","NUEVO","INDEPENDENCIA AV.","197","San Telmo","1",1099,"C1099AAB"
"81",-58.3921735319704,-34.6046800576165,"2013-07-01 00:00:00","REFUGIO","6","","","NUEVO","Av. Callao","377","San Nicolas","1",1022,"C1022AAD"
"82",-58.3922709884752,-34.603481973191,"2013-07-01 00:00:00","REFUGIO","124","","","NUEVO","Av. Callao","485","San Nicolas","1",1022,"C1022AAE"
"83",-58.3915934071115,-34.6145969961341,"2013-07-01 00:00:00","REFUGIO","6","","","NUEVO","Av. Entre Rios","476","Monserrat","1",1079,"C1079ABR"
"84",-58.3915702826069,-34.6163087028113,"2013-07-01 00:00:00","REFUGIO","37","","","NUEVO","Av. Entre Rios","662","Monserrat","1",1080,"C1080ABN"
"85",-58.391564404451,-34.6193091052257,"2013-07-01 00:00:00","REFUGIO","150","","","NUEVO","Av. Entre Rios","918","Constitucion","1",1080,"C1080ABQ"
"86",-58.3702125431017,-34.6333298097437,"2013-07-01 00:00:00","REFUGIO","10","70","","NUEVO","Regimiento De Patricios Av. ","374","Boca","COMUNA 04",1265,"C1265ADQ"
"87",-58.3685399644416,-34.6443505909004,"2013-07-01 00:00:00","REFUGIO","39","93","","NUEVO","Regimiento De Patricios Av. ","1560","Boca","COMUNA 04",1266,"C1266AAO"
"88",-58.3912472623972,-34.6180437231393,"2013-08-01 00:00:00","REFUGIO","23","96","","NUEVO","Av. Independencia","1789","Monserrat","1",1100,"C1100ABE"
"89",-58.3740212832505,-34.6172180030278,"2013-08-01 00:00:00","REFUGIO","195 cambia x 86 y 8","","","NUEVO","Independencia Av.","569","San Telmo","1",1099,"C1099AAF"
"90",-58.3873050385104,-34.6178088172982,"2013-08-01 00:00:00","REFUGIO","23","96","","NUEVO","Independencia Av.","1497","Monserrat","1",1100,"C1100ABB"
"91",-58.3691084792382,-34.6405433262464,"2013-08-01 00:00:00","REFUGIO","10","93","","NUEVO","REGIMIENTO DE PATRICIOS ,AV.","1142","Boca","COMUNA 04",1265,"C1265AER"
"92",-58.3846928385985,-34.622405886723,"2013-08-01 00:00:00","REFUGIO","53","126","129","NUEVO","SAN JUAN, AV.","1316","Constitucion","1",1148,"C1148AAO"
"93",-58.3915699829097,-34.6153148749355,"2013-09-01 00:00:00","REFUGIO","168","129","","NUEVO","Entre Rios Av.","542","Monserrat","1",1079,"C1079ABS"
"94",-58.3691603984002,-34.6281441249979,"2013-09-01 00:00:00","REFUGIO","29","53","","NUEVO","Martin Garcia Av.","282","Boca","COMUNA 04",1165,"C1165ABO"
"95",-58.3702764490492,-34.6289819462932,"2013-09-01 00:00:00","REFUGIO","168","","","NUEVO","Martin Garcia Av.","355","San Telmo","1",1165,"C1165ABC"
"96",-58.3819616,-34.6245953,"2013-10-01 00:00:00","REFUGIO","148 (B)","","","NUEVO","CONSTITUCION","1111","Constitucion","1",1151,"C1151AAC"
"97",-58.3775183880272,-34.6254364757051,"2013-10-01 00:00:00","REFUGIO","4","53","","NUEVO","GARAY, JUAN DE AV.","861","Constitucion","1",1153,"C1153ABG"
"98",-58.3778988793317,-34.6256005053439,"2013-10-01 00:00:00","REFUGIO","61","143","","NUEVO","GARAY, JUAN DE AV.","891","Constitucion","1",1153,"C1153ABG"
"99",-58.3795099627246,-34.6280727313308,"2013-10-01 00:00:00","REFUGIO","61","","","NUEVO","HORNOS GRAL.","20","Constitucion","1",1154,"C1154ACB"
"100",-58.3788541687243,-34.6301437333938,"2013-10-01 00:00:00","REFUGIO","45 (B) ","46","154","NUEVO","HORNOS GRAL.","51","Constitucion","1",1154,"C1154ACA"
"101",-58.3792230893109,-34.6288569435746,"2013-10-01 00:00:00","REFUGIO","62","","","NUEVO","HORNOS GRAL.","70","Constitucion","1",1154,"C1154ACB"
"102",-58.3724131691008,-34.6266372770823,"2013-11-01 00:00:00","REFUGIO","24","39","","NUEVO","Av. Caseros","493","San Telmo","1",1152,"C1152AAA"
"103",-58.3909058980274,-34.6286264957991,"2013-11-01 00:00:00","REFUGIO","taxi","","","NUEVO","Entre Rios Av.","1738","Constitucion","1",1133,"C1133AAS"
"104",-58.3770871663512,-34.6252505740097,"2013-11-01 00:00:00","REFUGIO","129","195","","NUEVO","GARAY, JUAN DE AV.","827","Constitucion","1",1153,"C1153ABG"
"105",-58.3785921977392,-34.6269336851454,"2013-11-01 00:00:00","REFUGIO","10","17","","NUEVO","IRIGOYEN, BERNARDO DE ","1522","Constitucion","1",1138,"C1138ABH"
"106",-58.378659002085,-34.6267549866091,"2013-11-01 00:00:00","REFUGIO","70","","","NUEVO","IRIGOYEN, BERNARDO DE ","1558","Constitucion","1",1138,"C1138ABH"
"107",-58.3726439465779,-34.6032387946338,"2013-12-01 00:00:00","REFUGIO","6","26","50","NUEVO","Av. Corrientes","420","San Nicolas","1",1043,"C1043AAR"
"108",-58.3813391346086,-34.6277779743898,"2013-12-01 00:00:00","REFUGIO","12","","","NUEVO","Brasil ","1200","Constitucion","1",1154,"C1154AAT"
"109",-58.3813391346086,-34.6277779743898,"2013-12-01 00:00:00","REFUGIO","168","","","NUEVO","Brasil ","1200","Constitucion","1",1154,"C1154AAT"
"110",-58.37264395,-34.60323879,"2013-12-01 00:00:00","REFUGIO","140","146","180","NUEVO","Corrientes Av.","410","San Nicolas","1",1043,"C1043AAR"
"111",-58.3708965505917,-34.6241315821012,"2013-12-01 00:00:00","REFUGIO","","","","NUEVO","Garay, Juan De Av. ","385","San Telmo","1",1153,"C1153ABB"
"112",-58.3788541687243,-34.6301437333938,"2013-12-01 00:00:00","REFUGIO","28","","","NUEVO","Hornos, Gral. ","21","Constitucion","1",1154,"C1154ACA"
"113",-58.379395214013,-34.6283864163187,"2013-12-01 00:00:00","REFUGIO","65","","","NUEVO","Hornos, Gral. ","40","Constitucion","1",1154,"C1154ACB"
"114",-58.3789634665871,-34.6298449614791,"2013-12-01 00:00:00","REFUGIO","148 se reemplaza x 17","","","NUEVO","Hornos, Gral. ","81","Constitucion","1",1154,"C1154ACA"
"115",-58.379167175024,-34.6253792109993,"2013-12-01 00:00:00","REFUGIO","45","129","","NUEVO","Irigoyen, Bernardo De ","1428","Constitucion","1",1138,"C1138ABF"
"116",-58.3720847119325,-34.6266183622218,"2014-01-01 00:00:00","REFUGIO","46","","","NUEVO","Av. Caseros","471","San Telmo","1",1152,"C1152AAA"
"117",-58.3750332893028,-34.6269294196633,"2014-01-01 00:00:00","REFUGIO","46","","","NUEVO","Av. Caseros","751","San Telmo","1",1152,"C1152AAD"
"118",-58.3774735876577,-34.6282293309583,"2014-01-01 00:00:00","REFUGIO","70","10","","NUEVO","Av. Caseros","967","Constitucion","1",1152,"C1152AAF"
"119",-58.37071596,-34.62412244,"2014-01-01 00:00:00","REFUGIO","195","","","NUEVO","Av. Juan de Garay","371","San Telmo","1",1153,"C1153ABB"
"120",-58.37226454,-34.62420945,"2014-01-01 00:00:00","REFUGIO","53","143","","NUEVO","Av. Juan de Garay","477","San Telmo","1",1153,"C1153ABC"
"121",-58.37256523,-34.62422809,"2014-01-01 00:00:00","REFUGIO","","","","NUEVO","Av. Juan de Garay","493","San Telmo","1",1153,"C1153ABC"
"122",-58.37843103,-34.6257332,"2014-01-01 00:00:00","REFUGIO","28","","","NUEVO","Av. Juan de Garay","957","Constitucion","1",1153,"C1153ABH"
"123",-58.3806980224138,-34.6278594141062,"2014-01-01 00:00:00","REFUGIO","TAXI "," 05 VEHICULOS","","NUEVO","Brasil","1140","Constitucion","1",1154,"C1154AAT"
"124",-58.3800584286131,-34.6278511251621,"2014-01-01 00:00:00","REFUGIO","Taxi - (12 Vehiculos)","","","NUEVO","Brasil ","1128","Constitucion","1",1154,"C1154AAT"
"125",-58.3744112773505,-34.6243796309086,"2014-01-01 00:00:00","REFUGIO","129","195","","NUEVO","Garay, Juan De Av. ","625","San Telmo","1",1153,"C1153ABE"
"126",-58.3749409503356,-34.6244264169534,"2014-01-01 00:00:00","REFUGIO","143","53","","NUEVO","Garay, Juan De Av. ","679","San Telmo","1",1153,"C1153ABE"
"127",-58.3816429517974,-34.6267693282221,"2014-01-01 00:00:00","REFUGIO","129","74","","NUEVO","Garay, Juan De Av. ","1150","Constitucion","1",1153,"C1153ABW"
"128",-58.3790414106086,-34.6257415293286,"2014-01-01 00:00:00","REFUGIO","taxi - (3 Vehiculos)","","","NUEVO","Irigoyen, Bernardo De ","1478","Constitucion","1",1138,"C1138ABF"
"129",-58.3788541687243,-34.6301437333938,"2014-02-01 00:00:00","REFUGIO","9","","","NUEVO","Gral. Hornos","41","Constitucion","1",1154,"C1154ACA"
"130",-58.3793378393325,-34.6285432587747,"2014-02-01 00:00:00","REFUGIO","97","168","","NUEVO","Gral. Hornos","50","Constitucion","1",1154,"C1154ACB"
"131",-58.3790361168177,-34.6296301983621,"2014-02-01 00:00:00","REFUGIO","129","148","","NUEVO","Gral. Hornos","91","Constitucion","1",1154,"C1154ACA"
"132",-58.3726323996608,-34.6125894763085,"2014-03-01 00:00:00","REFUGIO","2","103","","NUEVO","Av. Belgrano","440","Monserrat","1",1092,"C1092AAR"
"133",-58.3782713555469,-34.6129737983143,"2014-03-01 00:00:00","REFUGIO","2","103","","NUEVO","Av. Belgrano","852","Monserrat","1",1092,"C1092AAV"
"134",-58.382618682233,-34.6132686514094,"2014-03-01 00:00:00","REFUGIO","2","","","NUEVO","Av. Belgrano","1156","Monserrat","1",1092,"C1092AAY"
"135",-58.3927523340802,-34.6002189940983,"2014-03-01 00:00:00","REFUGIO","124","","","NUEVO","Av. Callao","769","San Nicolas","1",1023,"C1023AAA"
"136",-58.37927785,-34.62506037,"2014-03-01 00:00:00","REFUGIO","59","91","","NUEVO","Bernardo de Irigoyen","1410","Constitucion","1",1138,"C1138ABF"
"137",-58.37921431,-34.62524343,"2014-03-01 00:00:00","REFUGIO","9","100","","NUEVO","Bernardo de Irigoyen","1420","Constitucion","1",1138,"C1138ABF"
"138",-58.38107892,-34.62661269,"2014-05-01 00:00:00","REFUGIO","98","129","","NUEVO","Av. Juan de Garay ","1131","Constitucion","1",1153,"C1153ABJ"
"139",-58.3819695,-34.62686001,"2014-05-01 00:00:00","REFUGIO","4","","","NUEVO","Av. Juan de Garay ","1161","Constitucion","1",1153,"C1153ABJ"
"140",-58.3682047854274,-34.6123208362356,"2014-05-01 00:00:00","REFUGIO","2","103","","NUEVO","Belgrano Av.","124","Monserrat","1",1092,"C1092AAO"
"141",-58.3824708928099,-34.6132581894399,"2014-05-01 00:00:00","REFUGIO","103","","","NUEVO","Belgrano Av.","1138","Monserrat","1",1092,"C1092AAY"
"142",-58.36755689,-34.61218693,"2014-05-01 00:00:00","REFUGIO","64","103","","NUEVO","BELGRANO, AV.","51","Monserrat","1",1092,"C1092AAA"
"143",-58.3813757793306,-34.6266951322687,"2014-06-01 00:00:00","REFUGIO","65","","","NUEVO","GARAY, JUAN DE AV.","1141","Constitucion","1",1153,"C1153ABJ"
"144",-58.3807820644459,-34.6265302502573,"2014-06-01 00:00:00","REFUGIO","133","","","NUEVO","Garay, Juan De Av. ","1121","Constitucion","1",1153,"C1153ABJ"
"145",-58.3792804644354,-34.6287001011903,"2014-06-01 00:00:00","REFUGIO","84","97","","NUEVO","Gral. Hornos","60","Constitucion","1",1154,"C1154ACB"
"146",-58.3885489549603,-34.6261989687892,"2014-06-01 00:00:00","REFUGIO","168","","","NUEVO","Pavon ","1620","Constitucion","1",1151,"C1151ABL"
"147",-58.356543368921,-34.618040963625,"2014-10-01 00:00:00","REFUGIO","2","4","","NUEVO","ESPAÑA, AV.","1701","Puerto Madero","1",1107,"C1107CND"
"148",-58.3546000090739,-34.6223504328652,"2014-11-01 00:00:00","REFUGIO","2","4","","NUEVO","ESPAÑA, AV.","2301","Boca","COMUNA 04",1107,"C1107AMD"
"149",-58.3441210810427,-34.6240953825439,"2014-11-01 00:00:00","REFUGIO","2","4","","NUEVO","ESPAÑA, AV.","3101","Boca","COMUNA 04",1107,"C1107AML"
"150",-58.35492932,-34.62067621,"2014-12-01 00:00:00","REFUGIO","","","","NUEVO","Av. España","2100","Boca","Comuna 4",1107,"C1107AMN"
"151",-58.3519695,-34.62403614,"2014-12-01 00:00:00","REFUGIO","","","","NUEVO","Av. España","2501","Boca","Comuna 4",1107,"C1107AMF"
"152",-58.34337899,-34.62399849,"2014-12-01 00:00:00","REFUGIO","","","","NUEVO","Av. España","3251","Boca","Comuna 4",1107,"C1107AMM"
"153",-58.3570838521144,-34.6377559073074,"2015-01-01 00:00:00","REFUGIO","20","46","","NUEVO","DON PEDRO DE MENDOZA, AV.","1589","Boca","COMUNA 4",1156,"C1156ADC"
"154",-58.3571437025245,-34.6383901910668,"2015-01-01 00:00:00","REFUGIO","20","53","","NUEVO","DON PEDRO DE MENDOZA, AV.","1610","Boca","COMUNA 4",1169,"C1169AAN"
"155",-58.3572879883685,-34.6384600360483,"2015-01-01 00:00:00","REFUGIO","29","64","152","NUEVO","DON PEDRO DE MENDOZA, AV.","1620","Boca","COMUNA 4",1169,"C1169AAN"
"156",-58.38779125,-34.61363159,"2015-02-01 00:00:00","REFUGIO","2","98","103","NUEVO","BELGRANO, AV.","1510","Monserrat","1",1093,"C1093AAQ"
"157",-58.3476164470007,-34.6238237065737,"2015-02-01 00:00:00","REFUGIO","","4 (v)","2 (i) ","NUEVO","España Av. ","3000","Boca","COMUNA 4",1107,"C1107AMW"
"158",-58.3606155112923,-34.6390071880509,"2015-03-01 00:00:00","REFUGIO","","53 (i)","29 (i)","NUEVO","Don Pedro De Mendoza Av. ","1820","Boca","COMUNA 4",1169,"C1169AAP"
"159",-58.3610870276447,-34.6391262523451,"2015-06-01 00:00:00","REFUGIO","20","64","","NUEVO","Av. Don Pedro de Mendoza","1850","Boca","COMUNA 4",1169,"C1169AAP"
