"","long","lat","smp","calle","num","tipo1_16","tipo2_16","pisos_16","nombre","observacio","barrio","comuna","X5_dig","X4_dig","X3_dig","X2_dig","rama","subrama","ssrama"
"1",-58.3773324744588,-34.6222604020473,"004-002-001B","PIEDRAS",1215,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"2",-58.3773324744588,-34.6222604020473,"004-002-001B","PIEDRAS",1205,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"3",-58.3773324744588,-34.6222604020473,"004-002-001B","PIEDRAS",1209,"E","VIVIENDA",4,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"4",-58.3773324744588,-34.6222604020473,"004-002-001B","SAN JUAN AV.",800,"L","PANADERIA (VENTA NO ELAB.)",1,"","","CONSTITUCION",1,52241,5224,522,52,"COMERCIO","VENTA AL POR MENOR DE PRODUCTOS ALIMENTICIOS ESPECIALIZADOS","PAN Y PRODUCTOS DE PANADERIA"
"5",-58.3774423933736,-34.6224004419928,"004-002-002B","SAN JUAN AV.",812,"E","CASA",2,"","","CONSTITUCION",1,4,0,0,0,"EDIFICIOS","CASA",""
"6",-58.377529346311,-34.6223986779435,"004-002-003C","SAN JUAN AV.",814,"EDU","HOTEL",3,"","","CONSTITUCION",1,55122,5512,551,55,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA","HOTEL"
"7",-58.3776587065652,-34.6223988707415,"004-002-004D","SAN JUAN AV.",830,"E","VIVIENDA",11,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"8",-58.3776587065652,-34.6223988707415,"004-002-004D","SAN JUAN AV.",824,"L","GOMERIA",1,"","","CONSTITUCION",1,50202,5020,502,50,"VENTA Y REP. DE VEHICULOS AUTOMOTORES","MANTENIMIENTO Y REPARACION",""
"9",-58.3777838617888,-34.6223980784022,"004-002-006E","SAN JUAN AV.",844,"EDU","HOTEL",2,"PROVINCIAL","","CONSTITUCION",1,55122,5512,551,55,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA","HOTEL"
"10",-58.3778683863045,-34.6223997058651,"004-002-006H","SAN JUAN AV.",848,"E","VIVIENDA",2,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"11",-58.3779539895711,-34.6224012751641,"004-002-007C","SAN JUAN AV.",850,"LOTE","LOTE",0,"","","CONSTITUCION",1,15,0,0,0,"LOTE","LOTE",""
"12",-58.3780388479174,-34.6224027315071,"004-002-008C","SAN JUAN AV.",854,"LOTE","LOTE",0,"","","CONSTITUCION",1,15,0,0,0,"LOTE","LOTE",""
"13",-58.3781191753177,-34.6224037171419,"004-002-009C","SAN JUAN AV.",864,"E","VIVIENDA",2,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"14",-58.3781964113142,-34.6224098370947,"004-002-010B","SAN JUAN AV.",868,"E","VIVIENDA",6,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"15",-58.3782743307703,-34.622393785796,"004-002-011","SAN JUAN AV.",878,"E","VIVIENDA",1,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"16",-58.3783501078862,-34.6223213296315,"004-002-012B","SAN JUAN AV.",880,"L","SUPERMERCADO",1,"","","CONSTITUCION",1,52110,5211,521,52,"COMERCIO","VENTA AL POR MENOR EXEPTO LA ESPECIALIZADA","AUTOSERVICIO Y SUPERMERCADO"
"17",-58.3784199071576,-34.6224714341577,"004-002-016","TACUARI",1218,"E","VIVIENDA",2,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"18",-58.3784199071576,-34.6224714341577,"004-002-016","TACUARI",1220,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"19",-58.3784192176008,-34.6225466511728,"004-002-017","TACUARI",1228,"E","VIVIENDA",7,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"20",-58.3783781558864,-34.6226206405948,"004-002-018","TACUARI",1230,"EDU","CLUB",1,"1","","CONSTITUCION",1,92411,9241,924,92,"SERVICIOS DE ESPARCIMIENTO, CULTURALES Y DEPORTIVOS","DEPORTES",""
"21",-58.3781664580079,-34.6226988724511,"004-002-019B","TACUARI",1238,"EDU","SINDICATO",1,"","CAMPO DE DEPORTES","CONSTITUCION",1,91200,9120,912,91,"SERVICIOS DE ASOCIACIONES","SERVICIOS DE SINDICATOS",""
"22",-58.3782558139857,-34.6227626064361,"004-002-020B","TACUARI",1242,"EDU","SINDICATO",1,"","CAMPO DE DEPORTES","CONSTITUCION",1,91200,9120,912,91,"SERVICIOS DE ASOCIACIONES","SERVICIOS DE SINDICATOS",""
"23",-58.3782058272929,-34.6228263023183,"004-002-021","TACUARI",1248,"EDU","SINDICATO",1,"","CAMPO DE DEPORTES","CONSTITUCION",1,91200,9120,912,91,"SERVICIOS DE ASOCIACIONES","SERVICIOS DE SINDICATOS",""
"24",-58.3781981465218,-34.6229065580969,"004-002-022","TACUARI",1260,"EDU","SINDICATO",1,"","CAMPO DE DEPORTES","CONSTITUCION",1,91200,9120,912,91,"SERVICIOS DE ASOCIACIONES","SERVICIOS DE SINDICATOS",""
"25",-58.3781975733506,-34.6230063183642,"004-002-023A","TACUARI",1262,"EDU","SINDICATO",1,"","CAMPO DE DEPORTES","CONSTITUCION",1,91200,9120,912,91,"SERVICIOS DE ASOCIACIONES","SERVICIOS DE SINDICATOS",""
"26",-58.3781982660826,-34.6231618845936,"004-002-023B","TACUARI",1270,"EDU","SINDICATO",1,"","CAMPO DE DEPORTES","CONSTITUCION",1,91200,9120,912,91,"SERVICIOS DE ASOCIACIONES","SERVICIOS DE SINDICATOS",""
"27",-58.3783681134215,-34.6233143119939,"004-002-024","TACUARI",1282,"E","VIVIENDA",6,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"28",-58.3783680875074,-34.6233876916483,"004-002-025","TACUARI",1284,"E","VIVIENDA",10,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"29",-58.3783680875074,-34.6233876916483,"004-002-025","TACUARI",1282,"L","MERCERIA",1,"","","CONSTITUCION",1,52321,5232,523,52,"COMERCIO","VENTA AL POR MENOR ESPECIALIZADO NCP","VENTA DE PRODUCTOS TEXTILES"
"30",-58.3784427488203,-34.6234825552495,"004-002-026","TACUARI",1294,"L","ALMACEN",1,"","","CONSTITUCION",1,52212,5221,522,52,"COMERCIO","VENTA AL POR MENOR DE PRODUCTOS ALIMENTICIOS ESPECIALIZADOS","ALMACEN Y DIETETICA"
"31",-58.3784427488203,-34.6234825552495,"004-002-026","COCHABAMBA",899,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"32",-58.3784427488203,-34.6234825552495,"004-002-026","COCHABAMBA",893,"L","PELUQUERIA",1,"","","CONSTITUCION",1,93020,9302,930,93,"OTROS SERVICIOS","PELUQUERIA Y TRATAMIENTOS DE BELLEZA",""
"33",-58.3784427488203,-34.6234825552495,"004-002-026","TACUARI",1296,"E","VIVIENDA",10,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"34",-58.3783372518957,-34.6234779913983,"004-002-027","COCHABAMBA",883,"GAP","GARAGE PRIVADO",1,"","","CONSTITUCION",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"35",-58.3783372518957,-34.6234779913983,"004-002-027","COCHABAMBA",883,"E","VIVIENDA",2,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"36",-58.3782549227378,-34.623473530185,"004-002-028","COCHABAMBA",881,"E","CASA",1,"","","CONSTITUCION",1,4,0,0,0,"EDIFICIOS","CASA",""
"37",-58.3781727698635,-34.6233882726995,"004-002-029","COCHABAMBA",875,"E","CASA",1,"","","CONSTITUCION",1,4,0,0,0,"EDIFICIOS","CASA",""
"38",-58.3780853897779,-34.6233887084648,"004-002-030","COCHABAMBA",871,"L","MATERIALES PARA LA CONSTRUCCION",1,"","","CONSTITUCION",1,52369,5236,523,52,"COMERCIO","VENTA AL POR MENOR ESPECIALIZADO NCP","MATERIALES DE CONSTRUCCION, FERRETERIA, PINTURERIA, VIDRIOS"
"39",-58.3779978916492,-34.6233787120005,"004-002-031","COCHABAMBA",817,"U","UNIFICADO LOCAL",1,"","","CONSTITUCION",1,34,0,0,0,"UNIFICADO","UNIFICADO LOCAL",""
"40",-58.3779097334444,-34.6233756486121,"004-002-032","COCHABAMBA",851,"E","VIVIENDA",2,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"41",-58.3778274096876,-34.6234068222315,"004-002-033A","COCHABAMBA",849,"GAP","GARAGE PRIVADO",1,"","","CONSTITUCION",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"42",-58.3777487071388,-34.6234007761471,"004-002-033B","COCHABAMBA",839,"E","CASA",2,"","","CONSTITUCION",1,4,0,0,0,"EDIFICIOS","CASA",""
"43",-58.3776521928412,-34.6233955372588,"004-002-034A","COCHABAMBA",831,"E","VIVIENDA",2,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"44",-58.3775362409335,-34.6233850104539,"004-002-036D","COCHABAMBA",829,"GAP","GARAGE PRIVADO",1,"","","CONSTITUCION",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"45",-58.3775362409335,-34.6233850104539,"004-002-036D","COCHABAMBA",829,"E","VIVIENDA",2,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"46",-58.3774284036931,-34.623375971281,"004-002-036F","COCHABAMBA",825,"E","VIVIENDA",2,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"47",-58.3773341955846,-34.6233683368989,"004-002-036G","COCHABAMBA",815,"GAP","GARAGE PRIVADO",1,"","","CONSTITUCION",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"48",-58.3773341955846,-34.6233683368989,"004-002-036G","COCHABAMBA",813,"E","VIVIENDA",2,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"49",-58.3772356865448,-34.6233578193145,"004-002-036H","PIEDRAS",1297,"E","VIVIENDA",3,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"50",-58.3775316857443,-34.6232006596254,"004-002-037B","PIEDRAS",1281,"EDU","ORGANISMOS PUBLICOS MUNICIPALES",2,"DESARROLLO SOCIAL","","CONSTITUCION",1,75110,7511,751,75,"ADMINISTRACION PUBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA","ADMINISTRACION PUBLICA",""
"51",-58.3775364194459,-34.6230565390836,"004-002-039","PIEDRAS",1273,"EDU","SINDICATO",1,"","CAMPO DE DEPORTES","CONSTITUCION",1,91200,9120,912,91,"SERVICIOS DE ASOCIACIONES","SERVICIOS DE SINDICATOS",""
"52",-58.3775454095258,-34.6229772193253,"004-002-040","PIEDRAS",1267,"EDU","SINDICATO",1,"","CAMPO DE DEPORTES","CONSTITUCION",1,91200,9120,912,91,"SERVICIOS DE ASOCIACIONES","SERVICIOS DE SINDICATOS",""
"53",-58.3775393157866,-34.6228827134256,"004-002-041","PIEDRAS",1257,"EDU","SINDICATO",1,"","CAMPO DE DEPORTES","CONSTITUCION",1,91200,9120,912,91,"SERVICIOS DE ASOCIACIONES","SERVICIOS DE SINDICATOS",""
"54",-58.377570248117,-34.6227568582209,"004-002-042","PIEDRAS",1245,"EDU","SINDICATO",1,"","CAMPO DE DEPORTES","CONSTITUCION",1,91200,9120,912,91,"SERVICIOS DE ASOCIACIONES","SERVICIOS DE SINDICATOS",""
"55",-58.3773520175315,-34.6226354353947,"004-002-043","PIEDRAS",1239,"EDU","SINDICATO",1,"","CAMPO DE DEPORTES","CONSTITUCION",1,91200,9120,912,91,"SERVICIOS DE ASOCIACIONES","SERVICIOS DE SINDICATOS",""
"56",-58.3773204383407,-34.6225316636693,"004-002-044","PIEDRAS",1235,"E","VIVIENDA",2,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"57",-58.3773229373466,-34.6224499256035,"004-002-045","PIEDRAS",1229,"E","VIVIENDA",2,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"58",-58.3773259088859,-34.6223709296484,"004-002-046","PIEDRAS",1219,"E","CASA",1,"","","CONSTITUCION",1,4,0,0,0,"EDIFICIOS","CASA",""
"59",-58.3773259088859,-34.6223709296484,"004-002-046","PIEDRAS",1217,"GAP","GARAGE PRIVADO",1,"","","CONSTITUCION",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"60",-58.3774062738886,-34.6210021477762,"004-003-001A","PIEDRAS",1117,"P","PUESTO DIARIOS",1,"","","CONSTITUCION",1,52382,5238,523,52,"COMERCIO","VENTA AL POR MENOR ESPECIALIZADO NCP","VENTA DE DIARIOS Y REVISTAS"
"61",-58.3774062738886,-34.6210021477762,"004-003-001A","PIEDRAS",1117,"GA","GARAGE",1,"","","CONSTITUCION",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"62",-58.3775555234497,-34.6209964075736,"004-003-001B","HUMBERTO 1",818,"EDU","HOTEL",2,"","","CONSTITUCION",1,55122,5512,551,55,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA","HOTEL"
"63",-58.3776392974973,-34.621198143502,"004-003-002","HUMBERTO 1",826,"SU","HOTEL",2,"BRISAS DEL MAR","","CONSTITUCION",1,55122,5512,551,55,"SERVICIO DE HOTELERIA Y RESTAURANTES","HOTELERIA","HOTEL"
"64",-58.3776392974973,-34.621198143502,"004-003-002","HUMBERTO 1",828,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"65",-58.3777206239496,-34.6211898651026,"004-003-003","HUMBERTO 1",832,"E","VIVIENDA",1,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"66",-58.3778453771446,-34.6211962221953,"004-003-004","HUMBERTO 1",842,"GAP","GARAGE PRIVADO",1,"","","CONSTITUCION",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"67",-58.3778453771446,-34.6211962221953,"004-003-004","HUMBERTO 1",844,"E","VIVIENDA",5,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"68",-58.37797605122,-34.6211888590072,"004-003-005","HUMBERTO 1",850,"E","VIVIENDA",2,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"69",-58.37797605122,-34.6211888590072,"004-003-005","HUMBERTO 1",852,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"70",-58.3780718070365,-34.6211956111625,"004-003-006","HUMBERTO 1",854,"E","VIVIENDA",4,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"71",-58.3776099017066,-34.61865728869,"004-005-002","ESTADOS UNIDOS",816,"E","VIVIENDA",3,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"72",-58.3776099017066,-34.61865728869,"004-005-002","ESTADOS UNIDOS",818,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"73",-58.3777333131235,-34.6188583135,"004-005-003","ESTADOS UNIDOS",828,"E","VIVIENDA",11,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"74",-58.3777333131235,-34.6188583135,"004-005-003","ESTADOS UNIDOS",830,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"75",-58.3777333131235,-34.6188583135,"004-005-003","ESTADOS UNIDOS",826,"GAP","GARAGE PRIVADO",1,"","","CONSTITUCION",1,63312,6331,633,63,"SERVICIOS COMPLEMENTARIOS AL TRANSPORTE","SERVICIOS COMPLEMENTARIOS AL TRANSPORTE TERRESTRE","ESTACIONAMIENTOS, COCHERAS Y GARAJES"
"76",-58.3779022158214,-34.6188550286819,"004-005-004","ESTADOS UNIDOS",834,"E","VIVIENDA",3,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"77",-58.3779022158214,-34.6188550286819,"004-005-004","ESTADOS UNIDOS",836,"L","ODONTOLOGIA",1,"","","CONSTITUCION",1,85130,8513,851,85,"SERVICOS SOCIALES Y DE SALUD","SERVICIOS DE ATENCION MEDICA","SERVICOS DE ODONTOLOGIA"
"78",-58.3779022158214,-34.6188550286819,"004-005-004","ESTADOS UNIDOS",846,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"79",-58.3780681811486,-34.6188535188388,"004-005-005","ESTADOS UNIDOS",852,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"80",-58.3780681811486,-34.6188535188388,"004-005-005","ESTADOS UNIDOS",854,"E","VIVIENDA",1,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"81",-58.3780681811486,-34.6188535188388,"004-005-005","ESTADOS UNIDOS",856,"L","I FEMENINA",1,"","","CONSTITUCION",1,52339,5233,523,52,"COMERCIO","VENTA AL POR MENOR ESPECIALIZADO NCP","VENTA DE PRENDAS Y ACCESORIOS"
"82",-58.3781935769807,-34.6188481217018,"004-005-006","ESTADOS UNIDOS",860,"E","VIVIENDA",1,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"83",-58.3782778070092,-34.6188467184627,"004-005-007","ESTADOS UNIDOS",866,"E","VIVIENDA",1,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"84",-58.3784507185503,-34.6188924259911,"004-005-008C","ESTADOS UNIDOS",882,"E","ABANDONADO",2,"","ESTI TAPIADO","CONSTITUCION",1,11,0,0,0,"EDIFICIOS","ABANDONADO",""
"85",-58.3784507185503,-34.6188924259911,"004-005-008C","ESTADOS UNIDOS",876,"E","ABANDONADO",2,"","ESTI TAPIADO","CONSTITUCION",1,11,0,0,0,"EDIFICIOS","ABANDONADO",""
"86",-58.3784507185503,-34.6188924259911,"004-005-008C","TACUARI",938,"EDU","CERRADO",2,"CIRCULO DE SUBOFICIALES DE LAS FUERZAS ARMA","","CONSTITUCION",1,10,0,0,0,"EDIFICIOS","CERRADO",""
"87",-58.3785306526861,-34.6186793883652,"004-005-009","ESTADOS UNIDOS",888,"L","HELADERIA",1,"","","CONSTITUCION",1,15200,1520,152,15,"ELABORACION DE PRODUCTOS ALIMENTICOS Y BEBIDA","ELABORACION DE PRODUCTOS LACTEOS","HELADERIA"
"88",-58.3785306526861,-34.6186793883652,"004-005-009","ESTADOS UNIDOS",892,"E","VIVIENDA",3,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"89",-58.3786156788761,-34.6186854665065,"004-005-010","ESTADOS UNIDOS",900,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"90",-58.3786156788761,-34.6186854665065,"004-005-010","TACUARI",910,"E","VIVIENDA",7,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"91",-58.3786156788761,-34.6186854665065,"004-005-010","TACUARI",914,"L","CARNICERIA + VERDULERIA",1,"","","CONSTITUCION",1,52221,5222,522,52,"COMERCIO","VENTA AL POR MENOR DE PRODUCTOS ALIMENTICIOS ESPECIALIZADOS","CARNICERIAS Y GRANJAS"
"92",-58.3786156788761,-34.6186854665065,"004-005-010","TACUARI",920,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"93",-58.378574496799,-34.6188528887125,"004-005-011A","TACUARI",928,"E","VIVIENDA",4,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"94",-58.378574496799,-34.6188528887125,"004-005-011A","TACUARI",926,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"95",-58.378574496799,-34.6188528887125,"004-005-011A","TACUARI",930,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"96",-58.3785675794373,-34.6192172945875,"004-005-014A","TACUARI",956,"E","VIVIENDA",4,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"97",-58.3785675794373,-34.6192172945875,"004-005-014A","TACUARI",956,"L","LIBRERIA COMERCIAL",1,"","","CONSTITUCION",1,52383,5238,523,52,"COMERCIO","VENTA AL POR MENOR ESPECIALIZADO NCP","LIBRERÍA, PAPELERIA"
"98",-58.3785675794373,-34.6192172945875,"004-005-014A","TACUARI",958,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"99",-58.3785675794373,-34.6192172945875,"004-005-014A","TACUARI",964,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"100",-58.3785675794373,-34.6192172945875,"004-005-014A","TACUARI",968,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"101",-58.3785648053192,-34.6193540182404,"004-005-016","TACUARI",974,"E","VIVIENDA",5,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"102",-58.3785648053192,-34.6193540182404,"004-005-016","TACUARI",976,"L","MINIMERCADO",1,"","","CONSTITUCION",1,52110,5211,521,52,"COMERCIO","VENTA AL POR MENOR EXEPTO LA ESPECIALIZADA","AUTOSERVICIO Y SUPERMERCADO"
"103",-58.3785630235891,-34.6194656932229,"004-005-017","TACUARI",982,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"104",-58.3785630235891,-34.6194656932229,"004-005-017","TACUARI",988,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"105",-58.3785630235891,-34.6194656932229,"004-005-017","TACUARI",986,"E","VIVIENDA",6,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"106",-58.3785586432109,-34.6196081358709,"004-005-018","TACUARI",994,"L","FLORES",1,"","","CONSTITUCION",1,52391,5239,523,52,"COMERCIO","VENTA AL POR MENOR ESPECIALIZADO NCP","FLORERIA Y VIVEROS"
"107",-58.3785586432109,-34.6196081358709,"004-005-018","TACUARI",996,"L","PIZZERIA",1,"","","CONSTITUCION",1,55203,5520,552,55,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA","PIZZERIA"
"108",-58.3785586432109,-34.6196081358709,"004-005-018","TACUARI",1000,"E","VIVIENDA",12,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"109",-58.3785586432109,-34.6196081358709,"004-005-018","CALVO, CARLOS",899,"L","CERRAJERIA",1,"","","CONSTITUCION",1,52690,5269,526,52,"COMERCIO","REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS","REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS"
"110",-58.3784062579795,-34.6194049237653,"004-005-019C","CALVO, CARLOS",891,"E","VIVIENDA",2,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"111",-58.3782836077529,-34.6194056395433,"004-005-020","CALVO, CARLOS",873,"L","RESTAURANTE",1,"","","CONSTITUCION",1,55204,5520,552,55,"HOTELERIA Y GASTRONOMIA","GASTRONOMIA","RESTAURANT"
"112",-58.3782836077529,-34.6194056395433,"004-005-020","CALVO, CARLOS",875,"E","VIVIENDA",4,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"113",-58.3781609145335,-34.6194061963262,"004-005-021","CALVO, CARLOS",865,"L","LOCAL CERRADO",1,"","","CONSTITUCION",1,0,0,0,0,"LOCAL CERRADO","LOCAL CERRADO","LOCAL CERRADO"
"114",-58.3781609145335,-34.6194061963262,"004-005-021","CALVO, CARLOS",861,"E","VIVIENDA",3,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"115",-58.3780294320078,-34.619414830505,"004-005-022A","CALVO, CARLOS",855,"L","VERDULERIA",1,"","","CONSTITUCION",1,52230,5223,522,52,"COMERCIO","VENTA AL POR MENOR DE PRODUCTOS ALIMENTICIOS ESPECIALIZADOS","FRUTAS Y VERDURAS"
"116",-58.3780294320078,-34.619414830505,"004-005-022A","CALVO, CARLOS",851,"L","MAXIKIOSCO",1,"","","CONSTITUCION",1,52119,5211,521,52,"COMERCIO","VENTA AL POR MENOR EXEPTO LA ESPECIALIZADA","MAXIKIOSCO"
"117",-58.3780294320078,-34.619414830505,"004-005-022A","CALVO, CARLOS",849,"L","LAVADERO DE ROPA",1,"","","CONSTITUCION",1,93010,9301,930,93,"OTROS SERVICIOS","LAVADO Y LIMPIEZA",""
"118",-58.3779208490395,-34.6194034481973,"004-005-022B","CALVO, CARLOS",839,"E","VIVIENDA",2,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"119",-58.3778112198523,-34.6194180548515,"004-005-023","CALVO, CARLOS",833,"E","VIVIENDA",2,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
"120",-58.377708664532,-34.6194050180186,"004-005-024","CALVO, CARLOS",831,"E","VIVIENDA",1,"","","CONSTITUCION",1,3,0,0,0,"EDIFICIOS","VIVIENDA",""
