"","WKT","id","codigo","nomoficial","alt_izqini","alt_izqfin","alt_derini","alt_derfin","nomanter","nom_mapa","tipo_c","long","sentido","cod_sent","observa","bicisenda","lado_ciclo","recorrid_x","ciclo_obse","tooltip_bi","red_jerarq","red_tp","ffcc","tipo_ffcc","comuna","com_par","com_impar","barrio","barrio_par","barrio_imp"
"1280","LINESTRING (-58.3649378877337 -34.6179618205128,-58.3641205506213 -34.6178955241627,-58.3632871423759 -34.6178330208607)",13868,23485,"VERA PEÑALOZA,  ROSARIO",0,0,0,0,"","ROSARIO VERA PEÑALOZA","BOULEVARD",152.07,"DOBLE",2,"no corresponde número","Ciclovías","","","","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1281","LINESTRING (-58.3721011920138 -34.620288258754,-58.3720866080029 -34.6206933934435)",14609,1000,"DON ANSELMO AIETA",1052,1100,1051,1099,"DE LA FERIA","DON ANSELMO AIETA","CALLE",44.96,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN TELMO","SAN TELMO","SAN TELMO"
"1282","LINESTRING (-58.3557317860244 -34.6190794382085,-58.3549171535508 -34.620697234659)",14614,5074,"ESPAÑA AV.",1852,2100,1851,2099,"9 DE JULIO - TRISTAN ACHAVAL RODRIGUEZ, Dr., Av. C","AV. ESPAÑA","AVENIDA",194.40205901396,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",4,4,4,"BOCA","BOCA","BOCA"
"1283","LINESTRING (-58.3656338057636 -34.6191963258283,-58.3654988763133 -34.6203658073852)",31268,30060,"MOREAU DE JUSTO, ALICIA AV.",1782,1850,1781,1849,"","AV.ALICIA MOREAU DE JUSTO","AVENIDA",130.32372418722,"DECRECIENTE",-1,"Antes Doble Sentido de Circulación: Modificación desde el 24/01/2018 por Obras del Paseo del Bajo - Asignación de Sentido Único hacia el Norte (Decreciente)","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1284","LINESTRING (-58.3684370188151 -34.6205961722389,-58.3684066836199 -34.6208286865646,-58.3683153242606 -34.6216863014297)",14867,17028,"PASEO COLON AV.",1102,1200,1101,1199,"","AV. PASEO COLON","AVENIDA",121.45,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN TELMO","SAN TELMO","SAN TELMO"
"1285","LINESTRING (-58.3586658218426 -34.6226791217154,-58.3546068009395 -34.6223391012106)",15138,12171,"LAFONE, QUEVEDO SAMUEL",0,0,0,0,"PAREJA ALFEREZ DE NAVIO FRANCISCO","QUEVEDO SAMUEL LAFONE","CALLE",374.156539339577,"DOBLE",2,"Alférez Pareja(Decreto Nº4936/1944 BM Nº7280)desaparece del Plano. En 1952 es sustituido por Lafone Quevedo. En actualidad la calle carece de nom ofic. Estas tierras no pasaron aún al dominio del Gob de la Cdad, dependen de Admin Gral de Puertos","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1286","LINESTRING (-58.3652334915827 -34.6226033163163,-58.3652237029962 -34.6228269664628,-58.3652403650309 -34.6228931778582,-58.3652069049018 -34.6231668160011,-58.3651626565256 -34.623269457617,-58.3650604773298 -34.6233742356972,-58.3649058566436 -34.6234493936059,-58.3647651592108 -34.6234925903777,-58.3647491654908 -34.6235804073566,-58.3648453346347 -34.6236794042849,-58.3650066845707 -34.6237613833297)",15432,30060,"MOREAU DE JUSTO, ALICIA AV.",2002,2100,2001,2099,"","AV.ALICIA MOREAU DE JUSTO","AVENIDA",161.374299042529,"DECRECIENTE",-1,"Antes Doble Sentido de Circulación: Modificación desde el 24/01/2018 por Obras del Paseo del Bajo - Asignación de Sentido Único hacia el Norte (Decreciente)","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1287","LINESTRING (-58.3858031958722 -34.6239314369207,-58.3871824063935 -34.6240259683783)",15540,3134,"COCHABAMBA",1402,1500,1401,1499,"","COCHABAMBA","CALLE",126.92,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",1,1,1,"CONSTITUCION","CONSTITUCION","CONSTITUCION"
"1288","LINESTRING (-58.3681914589515 -34.6228095979968,-58.3681658454498 -34.6230089464702,-58.3680860331576 -34.623821498932,-58.3680635139605 -34.62407085032)",15567,17028,"PASEO COLON AV.",1302,1400,1301,1399,"","AV. PASEO COLON","AVENIDA",140.42,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN TELMO","SAN TELMO","SAN TELMO"
"1289","LINESTRING (-58.3509800707339 -34.6242132898858,-58.349041975492 -34.6239918396365,-58.3475908387334 -34.6238257516585)",15603,5074,"ESPAÑA AV.",2702,3000,2701,2999,"9 DE JULIO - TRISTAN ACHAVAL RODRIGUEZ, Dr., Av. C","AV. ESPAÑA","AVENIDA",313.78,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",4,4,4,"BOCA","BOCA","BOCA"
"1290","LINESTRING (-58.3530362502162 -34.6238821963281,-58.3528462154437 -34.6239020327743,-58.3526808055737 -34.6239456861817,-58.352527883788 -34.6240153369048,-58.3523242381191 -34.6241120542704,-58.3521502771839 -34.6241792909826,-58.3519292207777 -34.6242356392679,-58.351742961096 -34.6242623003467,-58.3515171134682 -34.624270121848,-58.3513311628759 -34.6242567821462,-58.3509800707339 -34.6242132898858)",15621,5074,"ESPAÑA AV.",2502,2700,2501,2699,"9 DE JULIO - TRISTAN ACHAVAL RODRIGUEZ, Dr., Av. C","AV. ESPAÑA","AVENIDA",197.605749436958,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",4,4,4,"BOCA","BOCA","BOCA"
"1291","LINESTRING (-58.3821143191676 -34.6246536878563,-58.3829303226348 -34.6246808539397)",15727,3159,"CONSTITUCION",1152,1200,1153,1199,"","CONSTITUCION","CALLE",74.89,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",1,1,1,"CONSTITUCION","CONSTITUCION","CONSTITUCION"
"1292","LINESTRING (-58.3680635139605 -34.62407085032,-58.3679790419413 -34.6250081186043,-58.3679754217283 -34.6251940332981)",15879,17028,"PASEO COLON AV.",1402,1500,1401,1499,"","AV. PASEO COLON","AVENIDA",124.89,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN TELMO","SAN TELMO","SAN TELMO"
"1293","LINESTRING (-58.3609443857229 -34.6254171413856,-58.3602184049033 -34.6258884365212)",16051,13072,"DON PEDRO DE MENDOZA AV.",102,200,101,199,"","AV.DON PEDRO DE MENDOZA","AVENIDA",84.65,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"1294","LINESTRING (-58.3602184049033 -34.6258884365212,-58.359463516931 -34.6263749845397)",16202,13072,"DON PEDRO DE MENDOZA AV.",202,300,201,299,"","AV.DON PEDRO DE MENDOZA","AVENIDA",87.78,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"1295","LINESTRING (-58.3872100929503 -34.6261724179228,-58.3872067176506 -34.6263236146497,-58.3871940400241 -34.6268660069921,-58.3871851213655 -34.6271168492031)",16392,20003,"SAENZ PEÑA, LUIS, PRES.",1502,1600,1501,1599,"LOREA-SAENZ PENA","PRES.LUIS SAENZ PEÑA","CALLE",104.8,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",1,1,1,"CONSTITUCION","CONSTITUCION","CONSTITUCION"
"1296","LINESTRING (-58.3673738927429 -34.6276366160336,-58.3666005980738 -34.6282231242444,-58.366570049063 -34.6282659877914)",16742,2115,"BROWN, ALTE. AV.",102,200,101,199,"","AV.ALTE.BROWN","AVENIDA",101.76,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1297","LINESTRING (-58.366570049063 -34.6282659877914,-58.3656192658033 -34.6288676306736,-58.3655776237262 -34.6289250626971)",16912,2115,"BROWN, ALTE. AV.",202,300,201,299,"","AV.ALTE.BROWN","AVENIDA",117.23,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1298","LINESTRING (-58.3655776237262 -34.6289250626971,-58.3655154687996 -34.6289662809136)",16925,2115,"BROWN, ALTE. AV.",0,0,0,0,"","AV.ALTE.BROWN","AVENIDA",7.31,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","SI","Paso a Nivel",4,4,4,"BOCA","BOCA","BOCA"
"1299","LINESTRING (-58.3547539488833 -34.6263804620868,-58.3527912590485 -34.627379132738,-58.3526230962652 -34.6275660244604,-58.3525663484433 -34.6276372412985,-58.3525177071352 -34.627698465369,-58.3524801565614 -34.6277478683883,-58.3524322519796 -34.6278315581127,-58.3523962885711 -34.6279045543395,-58.3523544329949 -34.6279878974145,-58.3523191673122 -34.6280486406044,-58.3522819454164 -34.628106917189,-58.3522506188831 -34.6281523820964,-58.352213152013 -34.6282026301847,-58.3521777256078 -34.6282559787432,-58.352113412096 -34.6283141601669,-58.3519816124184 -34.6284456610145,-58.3517915569875 -34.6286279540604,-58.3515765080259 -34.6288332523155,-58.3514131545095 -34.6289873294918,-58.3513539548619 -34.6290430503842,-58.3511211988593 -34.629236782156)",17008,3170,"LAVAYSSE, BENJAMIN J. (ex CORREA, BENITO) (NO OFICIAL)",0,0,0,0,"CORREA, BENITO","LAVAYSSE B (ex Frag. Benito Correa)","CALLE",469.92,"DOBLE",2,"Benito Correa (Decreto N° 4.936/1944, B.M. N° 7.280) desaparece del Plano. En 1952 se sustituye por Lavaysse B. En actualidad carece de nombre ofic. Estas tierras no pasaron aún al dominio del Gob de la Cdad, dependen de Admin Gral de Puertos","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1300","LINESTRING (-58.3655154687996 -34.6289662809136,-58.3653152764427 -34.6290992202139,-58.3648108740545 -34.6294313525758)",17060,2115,"BROWN, ALTE. AV.",302,400,301,399,"","AV.ALTE.BROWN","AVENIDA",82.68,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1301","LINESTRING (-58.355980083748 -34.6286515001898,-58.3560790330555 -34.6287534896575,-58.3573705011726 -34.6300845610704)",17229,3016,"CAFFARENA, AGUSTIN R.",2,100,1,99,"COLORADO","AGUSTIN R. CAFFARENA","CALLE",203.79,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1302","LINESTRING (-58.3584354802924 -34.6293780798459,-58.3592400401217 -34.6302116645897)",17271,17063,"PEREZ GALDOS, BENITO AV.",102,200,101,199,"SENGUEL","AV.BENITO PEREZ GALDOS","AVENIDA",118.3,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1303","LINESTRING (-58.3548750593247 -34.6295485601784,-58.3545151743688 -34.6300223289842,-58.354262833481 -34.6303421068429)",17307,13072,"DON PEDRO DE MENDOZA AV.",702,800,701,799,"","AV.DON PEDRO DE MENDOZA","AVENIDA",104.42,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"1304","LINESTRING (-58.364084189989 -34.6299097825757,-58.3633544281778 -34.6303901775298)",17326,2115,"BROWN, ALTE. AV.",502,600,501,599,"","AV.ALTE.BROWN","AVENIDA",85.55,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1305","LINESTRING (-58.3573705011726 -34.6300845610704,-58.3581754029806 -34.630914138909)",17471,3016,"CAFFARENA, AGUSTIN R.",102,200,101,199,"COLORADO","AGUSTIN R. CAFFARENA","CALLE",117.97,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1306","LINESTRING (-58.3633544281778 -34.6303901775298,-58.3623584631026 -34.6310459131743)",17514,2115,"BROWN, ALTE. AV.",602,700,601,699,"","AV.ALTE.BROWN","AVENIDA",116.76,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1307","LINESTRING (-58.3592400401217 -34.6302116645897,-58.3600469133703 -34.6310476402753)",17517,17063,"PEREZ GALDOS, BENITO AV.",202,300,201,299,"SENGUEL","AV.BENITO PEREZ GALDOS","AVENIDA",118.64,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1308","LINESTRING (-58.354262833481 -34.6303421068429,-58.3564062478892 -34.6312231677073)",17561,4057,"VALLE, ARISTOBULO DEL",2,100,1,99,"INDUSTRIA","ARISTOBULO DEL VALLE","CALLE",219.51,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1309","LINESTRING (-58.354262833481 -34.6303421068429,-58.3540933091502 -34.630655761094,-58.353799821718 -34.6312297289466)",17564,13072,"DON PEDRO DE MENDOZA AV.",802,900,801,899,"","AV.DON PEDRO DE MENDOZA","AVENIDA",107.24,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"1310","LINESTRING (-58.3650146642202 -34.630872446938,-58.3659072077953 -34.6317959184738)",17731,5080,"ARZOBISPO ESPINOSA",502,600,501,599,"DIAMANTE","ARZOBISPO ESPINOSA","CALLE",131.13,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1311","LINESTRING (-58.3575327226156 -34.6316882387678,-58.3577940555468 -34.6317962126297,-58.3589855991325 -34.6322913268004)",17869,4057,"VALLE, ARISTOBULO DEL",202,300,201,299,"INDUSTRIA","ARISTOBULO DEL VALLE","CALLE",149.08,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1312","LINESTRING (-58.3603404922758 -34.6328468495709,-58.3602664680893 -34.6329741122202,-58.3598575058814 -34.6336687022224)",18298,2115,"BROWN, ALTE. AV.",902,1000,901,999,"","AV.ALTE.BROWN","AVENIDA",101.36,"DOBLE",2,"Resolución Nº 44/SSTYTRA/17 aparecida en el Boletín Oficial 5065 del 08/02/2017 (Confirma resolución previa: Asignación de doble sentido de circulación asimétrico según Res. 555/SSTYTRA/16 en BO 4996 del 25/10/2016)","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1313","LINESTRING (-58.3618731295029 -34.6334712382419,-58.3632758388581 -34.6340426837291)",18391,4057,"VALLE, ARISTOBULO DEL",502,600,501,599,"INDUSTRIA","ARISTOBULO DEL VALLE","CALLE",143.4,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1314","LINESTRING (-58.3590098678665 -34.6333225545848,-58.3590063690526 -34.6333951579136,-58.3587290336367 -34.6336774583252,-58.3586465760519 -34.633801121157,-58.3585240120078 -34.6340422857936,-58.3585754848194 -34.6341680353991)",18440,3017,"CAFFERATA, FRANCISCO",1002,1100,1001,1099,"","FRANCISCO CAFFERATA","CALLE",107.81,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1315","LINESTRING (-58.353349525782 -34.6331268068404,-58.3533851637016 -34.6337538166737,-58.3534559028862 -34.6341881097898)",18451,13072,"DON PEDRO DE MENDOZA AV.",1102,1200,1101,1199,"","AV.DON PEDRO DE MENDOZA","AVENIDA",118.25,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"1316","LINESTRING (-58.3645044100774 -34.6334715670025,-58.3639797554917 -34.6343294588437)",18487,27022,"ZOLEZZI, ANTONIO L.",2,100,1,99,"RAULET","ANTONIO L. ZOLEZZI","CALLE",106.64,"DOBLE",2,"corrección numeración 27-1","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1317","LINESTRING (-58.359773929909 -34.6338273939431,-58.35967473786 -34.6340157361672,-58.3595674635454 -34.6341798875191)",28905,2115,"BROWN, ALTE. AV.",1022,1060,1021,1059,"","AV.ALTE.BROWN","AVENIDA",43.49,"DOBLE",2,"Resolución Nº 44/SSTYTRA/17 aparecida en el Boletín Oficial 5065 del 08/02/2017 (Confirma resolución previa: Asignación de doble sentido de circulación asimétrico según Res. 555/SSTYTRA/16 en BO 4996 del 25/10/2016)","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1318","LINESTRING (-58.3639797554917 -34.6343294588437,-58.3646863169258 -34.6346172883728)",18572,4057,"VALLE, ARISTOBULO DEL",702,800,701,799,"INDUSTRIA","ARISTOBULO DEL VALLE","CALLE",72.23,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1319","LINESTRING (-58.3639797554917 -34.6343294588437,-58.3638628889468 -34.6345206330116,-58.3634839484296 -34.6351368080631)",18716,27022,"ZOLEZZI, ANTONIO L.",102,200,101,199,"RAULET","ANTONIO L. ZOLEZZI","CALLE",100.44,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1320","LINESTRING (-58.3634839484296 -34.6351368080631,-58.3629766934904 -34.6359618219514)",18932,27022,"ZOLEZZI, ANTONIO L.",202,300,201,299,"RAULET","ANTONIO L. ZOLEZZI","CALLE",102.67,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1321","LINESTRING (-58.3656449202651 -34.6359832130923,-58.3665290089071 -34.636096524429,-58.3667664359734 -34.6361220649262)",18977,17088,"PINZON",902,1000,901,999,"","PINZON","CALLE",103.99,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1322","LINESTRING (-58.3547379536006 -34.63663251928,-58.3551037140358 -34.6368386207755,-58.355663602854 -34.637083343693,-58.3558783090178 -34.6371526885299,-58.3561850146713 -34.6372373956479)",19295,13072,"DON PEDRO DE MENDOZA AV.",1402,1500,1401,1499,"","AV.DON PEDRO DE MENDOZA","AVENIDA",149.45,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1323","LINESTRING (-58.3561850146713 -34.6372373956479,-58.3560797374875 -34.637431808092)",19319,14013,"NECOCHEA",1502,1520,1501,1519,"","NECOCHEA","CALLE",23.6291998716981,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1324","LINESTRING (-58.357911923133 -34.6369517849023,-58.3578248347452 -34.6370955137058,-58.3574614009153 -34.6376675278259,-58.3573973787852 -34.6377617688471)",19434,2115,"BROWN, ALTE. AV.",1402,1474,1401,1473,"","AV.ALTE.BROWN","AVENIDA",101.5,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1325","LINESTRING (-58.3573973787852 -34.6377617688471,-58.3572662606759 -34.6379550368857)",19486,2115,"BROWN, ALTE. AV.",1476,1488,1475,1487,"","AV.ALTE.BROWN","AVENIDA",24.58,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1326","LINESTRING (-58.3641389061563 -34.6384838511349,-58.3636781628888 -34.6393056658172)",19886,7035,"GARIBALDI",1302,1400,1301,1399,"","GARIBALDI","CALLE",100.48,"DOBLE",2,"corrección numeración 3-2","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1327","LINESTRING (-58.3656389429849 -34.6386840069268,-58.3651623247058 -34.6395402514005)",19955,13065,"MELO, CARLOS F.",2,100,1,99,"ZARATE","CARLOS F. MELO","CALLE",104.56,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1328","LINESTRING (-58.3651623247058 -34.6395402514005,-58.3650460289562 -34.6397492440454,-58.3647651035483 -34.6402566273078)",20143,13065,"MELO, CARLOS F.",102,200,101,199,"ZARATE","CARLOS F. MELO","CALLE",87.42,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1329","LINESTRING (-58.3633059657973 -34.6399633245393,-58.3632463780856 -34.6400584877363,-58.3628430775599 -34.6407837960534,-58.3628030776063 -34.6408860878879)",20320,7035,"GARIBALDI",1502,1600,1501,1599,"","GARIBALDI","CALLE",112.37,"DOBLE",2,"corrección numeración 3-2","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1330","LINESTRING (-58.3628030776063 -34.6408860878879,-58.3640187945844 -34.6411075079895,-58.3642671212465 -34.6411501750327)",20399,19060,"ROCHA",902,1000,901,999,"","ROCHA","CALLE",137.4,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1331","LINESTRING (-58.3647651035483 -34.6402566273078,-58.36438657472 -34.6409401998199,-58.3642671212465 -34.6411501750327)",20400,13065,"MELO, CARLOS F.",202,300,201,299,"ZARATE","CARLOS F. MELO","CALLE",109.14,"CRECIENTE",1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1332","LINESTRING (-58.3602082177571 -34.6412858971259,-58.3586542595313 -34.6417257743842)",20586,13072,"DON PEDRO DE MENDOZA AV.",2202,2300,2201,2299,"","AV.DON PEDRO DE MENDOZA","AVENIDA",150.6,"DOBLE",2,"","Ciclovías","","","Construcción Octubre 2017","Ciclovía","VÍA DISTRIBUIDORA PRINCIPAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1333","LINESTRING (-58.3602624649089 -34.6418609476384,-58.3607558434879 -34.6421153796211)",20700,7083,"PADRE FEDERICO GROTE",602,700,601,699,"DEL CRUCERO - VIEDMA","PADRE FEDERICO GROTE","CALLE",53.32,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1334","LINESTRING (-58.3610350970226 -34.6417455407023,-58.3607558434879 -34.6421153796211)",20701,3067,"CARBONARI, FRANCISCO, Cmte.",1602,1650,1601,1649,"DEL CRUCERO","CMTE. FRANCISCO CARBONARI","CALLE",48.36,"DOBLE",2,"corrección numeración 30-1","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1335","LINESTRING (-58.3625197918216 -34.6417101566431,-58.3624754158645 -34.6425409013009)",20830,23043,"VESPUCIO",2,100,1,99,"","VESPUCIO","CALLE",92.25,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1336","LINESTRING (-58.3586542595313 -34.6417257743842,-58.3604191485779 -34.6425612263747)",20840,20019,"SALVADORES, Cnel.",602,700,601,699,"SARMIENTO","CNEL. SALVADORES","CALLE",186.48,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1337","LINESTRING (-58.3586542595313 -34.6417257743842,-58.3585172326368 -34.6418720663589,-58.3583978353171 -34.6420246409975,-58.3581303599663 -34.6424365265943,-58.3580654409307 -34.6425639363932)",20842,13072,"DON PEDRO DE MENDOZA AV.",2302,2400,2301,2399,"","AV.DON PEDRO DE MENDOZA","AVENIDA",107.88,"DOBLE",2,"","Ciclovías","","","Construcción Octubre 2017","Ciclovía","VÍA DISTRIBUIDORA PRINCIPAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1338","LINESTRING (-58.3619788948845 -34.6422716144008,-58.3617727544859 -34.6426397557631)",20861,7035,"GARIBALDI",1802,1850,1801,1849,"","GARIBALDI","CALLE",45,"DOBLE",2,"corrección numeración 3-2","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1339","LINESTRING (-58.3637064762169 -34.6421354307296,-58.3632461500916 -34.6429442153311)",20947,13065,"MELO, CARLOS F.",402,500,401,499,"ZARATE","CARLOS F. MELO","CALLE",99.16,"CRECIENTE",1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1340","LINESTRING (-58.3604191485779 -34.6425612263747,-58.3597716086967 -34.643418783736)",21076,3067,"CARBONARI, FRANCISCO, Cmte.",1702,1800,1701,1799,"DEL CRUCERO","CMTE. FRANCISCO CARBONARI","CALLE",112.14,"DOBLE",2,"corrección numeración 30-1","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1341","LINESTRING (-58.3652220067786 -34.6424025061854,-58.3646715240966 -34.6434431268382)",21086,1050,"ALVAR NUÑEZ",102,200,101,199,"","ALVAR NUÑEZ","CALLE",125.99,"DOBLE",2,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
