"","codigo_del_inmueble","organizacion","pais","provincia","departamento","localidad","calle","numero","situacion_inmueble","superficie_aproximada_m2","longitud","latitud"
"1",200002040,"AFIP ADMINISTRACIÓN FEDERAL DE INGRESOS PÚBLICOS","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Avenida Rivadavia","1355","Propiedad del ENA",946.18,-58.3856772514,-34.6084300149
"2",200002059,"AFIP ADMINISTRACIÓN FEDERAL DE INGRESOS PÚBLICOS","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Avenida de Mayo","1317","Propiedad del ENA",1361.25,-58.3850685344,-34.6089557188
"3",200002067,"AFIP ADMINISTRACIÓN FEDERAL DE INGRESOS PÚBLICOS","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Avenida Paseo Colon","635","Propiedad del ENA",2740.15,-58.3698313808,-34.6150957993
"4",200002083,"AFIP ADMINISTRACIÓN FEDERAL DE INGRESOS PÚBLICOS","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Carlos Pellegrini","675","Propiedad del ENA",1137.77,-58.3807413794,-34.6004892217
"5",200002091,"AFIP ADMINISTRACIÓN FEDERAL DE INGRESOS PÚBLICOS","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Carlos Pellegrini","53","Propiedad del ENA",455.53,-58.3804470299,-34.6077409494
"6",200002105,"AFIP ADMINISTRACIÓN FEDERAL DE INGRESOS PÚBLICOS","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Avenida Rivadavia","1745","Propiedad del ENA",841.7,-58.3912102,-34.6088987092
"7",200002113,"AFIP ADMINISTRACIÓN FEDERAL DE INGRESOS PÚBLICOS","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Humberto Primo","102-108-110","Propiedad del ENA",3295.14,-58.3674396779,-34.6210218154
"8",200002121,"AFIP ADMINISTRACIÓN FEDERAL DE INGRESOS PÚBLICOS","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Hipolito Yrigoyen","370","Propiedad del ENA",11165.97,-58.3713989974,-34.6094961176
"9",200002131,"AFIP ADMINISTRACIÓN FEDERAL DE INGRESOS PÚBLICOS","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"San Martin","440","Propiedad del ENA",363.72,-58.3740777519,-34.6028661755
"10",200002148,"AFIP ADMINISTRACIÓN FEDERAL DE INGRESOS PÚBLICOS","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Bernardo de Irigoyen","474/478/482/486","Propiedad del ENA",1067.99,-58.3800461064,-34.6137871503
"11",200002156,"AFIP ADMINISTRACIÓN FEDERAL DE INGRESOS PÚBLICOS","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Tte. Gral Juan D. Peron","1378","Propiedad del ENA",761.85,-58.3860127426,-34.6066677017
"12",200002164,"AFIP ADMINISTRACIÓN FEDERAL DE INGRESOS PÚBLICOS","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Bartolome Mitre","841/45","Propiedad del ENA",368.39,-58.3785017026,-34.6069198994
"13",200002180,"AFIP ADMINISTRACIÓN FEDERAL DE INGRESOS PÚBLICOS","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Azopardo","350","Propiedad del ENA",4399.31,-58.3676263024,-34.6116089076
"14",200002199,"AFIP ADMINISTRACIÓN FEDERAL DE INGRESOS PÚBLICOS","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Defensa","463/465/467","Propiedad del ENA",1151.19,-58.3722211414,-34.6133184912
"15",200002210,"AFIP ADMINISTRACIÓN FEDERAL DE INGRESOS PÚBLICOS","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 4",NA,"Zepita","3102/38/40/42","Propiedad del ENA",19485.12,-58.3903983814,-34.6596225563
"16",200016521,"AFIP ADMINISTRACIÓN FEDERAL DE INGRESOS PÚBLICOS","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Hipólito Yrigoyen","1230","Propiedad del ENA",594.02,-58.3838761692,-34.6100115743
"17",200043650,"AFIP ADMINISTRACIÓN FEDERAL DE INGRESOS PÚBLICOS","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 4",NA,"Zepita","3102","Propiedad del ENA",765.05,-58.3900679383,-34.6599368241
"18",200013001,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Avenida Cordoba","1118","Propiedad del ENA",2658.65,-58.3829828155,-34.5996178838
"19",200021266,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Cordoba","720","Propiedad del ENA",352.06,-58.3767854501,-34.5961630536
"20",200021320,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Paseo Colon","1068","Propiedad del ENA",462.93,-58.3680615732,-34.6201954478
"21",200027035,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Parana","451","Propiedad del ENA",282.12,-58.3877021809,-34.6034585501
"22",200027043,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Defensa","363","Propiedad del ENA",984.69,-58.3723230298,-34.612097649
"23",200027061,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Balcarce","610","Propiedad del ENA",569.97,-58.3703891242,-34.6149465224
"24",200027086,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Cordoba","720","Propiedad del ENA",781.78,-58.3771489391,-34.5990304367
"25",200027116,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Defensa","363","Propiedad del ENA",984.71,-58.3723230344,-34.6120976508
"26",200027124,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr A Alsina","250","Propiedad del ENA",556.99,-58.3701635061,-34.6102013565
"27",200027140,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr Mariano Moreno","437","Propiedad del ENA",321.63,-58.3726161454,-34.6111837544
"28",200027183,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Mexico","270","Propiedad del ENA",569.97,-58.3703891242,-34.6149465224
"29",200027191,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Parana","451","Propiedad del ENA",594.58,-58.3876329144,-34.6035947153
"30",200027205,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Paseo Colon","239","Propiedad del ENA",1133.25,-58.3699827307,-34.6104359116
"31",200027213,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Paseo Colon","329","Propiedad del ENA",676.47,-58.3698938325,-34.6117005464
"32",200027221,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Piedras","353","Propiedad del ENA",1824,-58.3779941702,-34.6123986853
"33",200027231,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 4",NA,"Pres Roque Saenz Peña","933","Propiedad del ENA",483.44,-58.3797506418,-34.6044714285
"34",200027248,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 4",NA,"Regimiento de Patricios","937","Propiedad del ENA",328.31,-58.3698193496,-34.638556174
"35",200027272,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Domingo F Sarmiento","732","Propiedad del ENA",415.1,-58.3770140369,-34.6048610225
"36",200027302,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Suipacha","782","Propiedad del ENA",153.13,-58.3799012347,-34.5991943888
"37",200027310,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Peron Tte Gral Juan Domingo","332","Propiedad del ENA",655.08,-58.3713953308,-34.6056702527
"38",200027329,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Tucuman","480","Propiedad del ENA",498.11,-58.3737652737,-34.6010790484
"39",200027337,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Tucuman","500","Propiedad del ENA",498.11,-58.3737652737,-34.6010790484
"40",200027345,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",504.22,-58.3763710324,-34.6136878346
"41",200027371,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 4",NA,"La Rioja","2079","Propiedad del ENA",914.78,-58.4062083786,-34.6357038339
"42",200027442,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Solis","693","Propiedad del ENA",514.75,-58.3906349701,-34.6166290936
"43",200027450,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Solis","693","Propiedad del ENA",514.75,-58.3906349701,-34.6166290936
"44",200027469,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Solis","693","Propiedad del ENA",514.75,-58.3906349701,-34.6166290936
"45",200027477,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Solis","693","Propiedad del ENA",514.75,-58.3906349701,-34.6166290936
"46",200027485,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Solis","693","Propiedad del ENA",514.75,-58.3906349701,-34.6166290936
"47",200027493,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Solis","693","Propiedad del ENA",514.75,-58.3906349701,-34.6166290936
"48",200027507,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Solis","693","Propiedad del ENA",514.75,-58.3906349701,-34.6166290936
"49",200027515,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Solis","693","Propiedad del ENA",514.75,-58.3906349701,-34.6166290936
"50",200027523,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Solis","693","Propiedad del ENA",514.75,-58.3906349701,-34.6166290936
"51",200027851,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",501.39,-58.3763702113,-34.6136873912
"52",200027868,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",501.39,-58.3763702113,-34.6136873912
"53",200027876,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",504.22,-58.3763710324,-34.6136878346
"54",200027884,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",504.22,-58.3763710324,-34.6136878346
"55",200027892,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",504.22,-58.3763710324,-34.6136878346
"56",200027906,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",504.22,-58.3763710324,-34.6136878346
"57",200027914,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"58",200027922,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"59",200027930,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"60",200027949,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"61",200027957,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"62",200027965,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"63",200027973,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"64",200027981,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"65",200027991,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"66",200028007,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"67",200028015,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"68",200028023,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"69",200028031,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"70",200028041,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"71",200028058,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"72",200028066,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"73",200028074,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"74",200028082,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"75",200028090,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"76",200028104,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.99,-58.3763710482,-34.6136878021
"77",200028112,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"78",200028120,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"79",200028139,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",503.61,-58.3763710971,-34.6136877635
"80",200028147,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",504.22,-58.3763710324,-34.6136878346
"81",200028155,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","479","Propiedad del ENA",504.22,-58.3763710324,-34.6136878346
"82",200028163,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr Mariano Moreno","1473","Propiedad del ENA",901.65,-58.3871464876,-34.6120389362
"83",200028171,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr Mariano Moreno","1473","Propiedad del ENA",980.03,-58.3871400544,-34.6120297626
"84",200028181,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr Mariano Moreno","1473","Propiedad del ENA",901.65,-58.3871464876,-34.6120389362
"85",200028198,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr Mariano Moreno","1473","Propiedad del ENA",901.65,-58.3871464876,-34.6120389362
"86",200028201,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr Mariano Moreno","1473","Propiedad del ENA",919.09,-58.3871451621,-34.6120365479
"87",200028211,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr Mariano Moreno","1473","Propiedad del ENA",901.65,-58.3871464876,-34.6120389362
"88",200028228,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr Mariano Moreno","1473","Propiedad del ENA",901.65,-58.3871464876,-34.6120389362
"89",200028236,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr Mariano Moreno","1473","Propiedad del ENA",901.65,-58.3871464876,-34.6120389362
"90",200028244,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr Mariano Moreno","1473","Propiedad del ENA",901.65,-58.3871464876,-34.6120389362
"91",200028252,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr Mariano Moreno","1473","Propiedad del ENA",901.65,-58.3871464876,-34.6120389362
"92",200028260,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr Mariano Moreno","1473","Propiedad del ENA",901.65,-58.3871464876,-34.6120389362
"93",200028279,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr Mariano Moreno","1473","Propiedad del ENA",901.65,-58.3871464876,-34.6120389362
"94",200028491,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr A Alsina","863","Propiedad del ENA",925.71,-58.3786649084,-34.6103039029
"95",200028503,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr A Alsina","863","Propiedad del ENA",925.71,-58.3786649084,-34.6103039029
"96",200028511,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr A Alsina","863","Propiedad del ENA",925.71,-58.3786649084,-34.6103039029
"97",200028521,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr A Alsina","863","Propiedad del ENA",925.71,-58.3786649084,-34.6103039029
"98",200028538,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr A Alsina","863","Propiedad del ENA",925.71,-58.3786649084,-34.6103039029
"99",200028546,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Paseo Colon","275","Propiedad del ENA",805.45,-58.3699328862,-34.6108956436
"100",200028554,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Paseo Colon","275","Propiedad del ENA",805.45,-58.3699328862,-34.6108956436
"101",200028562,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Paseo Colon","275","Propiedad del ENA",805.45,-58.3699328862,-34.6108956436
"102",200028643,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","467","Propiedad del ENA",495.47,-58.3763737104,-34.6135712564
"103",200028651,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Chacabuco","467","Propiedad del ENA",495.47,-58.3763737104,-34.6135712564
"104",200029143,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Defensa","363","Propiedad del ENA",984.69,-58.3723230298,-34.612097649
"105",200029151,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Cordoba","1144","Propiedad del ENA",2658.88,-58.3829828184,-34.5996178355
"106",200029194,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Dr A Alsina","250","Propiedad del ENA",556.99,-58.3701635061,-34.6102013565
"107",200029224,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Paseo Colon","329","Propiedad del ENA",475.44,-58.3698502888,-34.6116700546
"108",200029240,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 4",NA,"Pres Roque Saenz Peña","933","Propiedad del ENA",483.44,-58.3797506435,-34.6044714287
"109",200029259,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 4",NA,"Pres Roque Saenz Peña","933","Propiedad del ENA",483.44,-58.3797506418,-34.6044714285
"110",200029380,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Piedras","353","Propiedad del ENA",1824.03,-58.3779941723,-34.6123986879
"111",200029399,"ANSES-ADMINISTRACIÓN NACIONAL DE LA SEGURIDAD SOCIAL","Argentina","Ciudad Autonoma de Buenos Aires","Comuna 1",NA,"Pte M T de Alvear","1299","Propiedad del ENA",344,-58.3855021412,-34.5968035484
