"","WKT","id_ev_priv","nombre","fuente","ubicacion","decreto","ordenanza","boletin","fecha_decr","fecha_orde","fecha_bole","nombre_ori","Observacion","barrio","comuna","area","perimeter"
"1","MULTIPOLYGON (((-58.364076615926 -34.6358818152121,-58.3640185240359 -34.6358569730768,-58.3640135661288 -34.6358649936765,-58.3640434205827 -34.6358784522907,-58.3640078138015 -34.6359360383881,-58.3641726148291 -34.6360341800838,-58.3642346563504 -34.6360668696164,-58.3643022770945 -34.6360987521412,-58.364398769302 -34.6361385923484,-58.364468741858 -34.6361599274686,-58.3645495092015 -34.636182804027,-58.3646306388096 -34.6362036972115,-58.3647056561326 -34.6362197165662,-58.3647235596894 -34.636220362099,-58.3647470541902 -34.6362101924196,-58.3647832544573 -34.6361831722378,-58.3648328811797 -34.6361384906427,-58.3648847644328 -34.6360875895092,-58.364944312202 -34.6360221780653,-58.3649948595989 -34.6359594643068,-58.3650481165112 -34.6358878264431,-58.3650862451197 -34.6358273568058,-58.3650709565063 -34.6358218445541,-58.3651081908509 -34.6357566856563,-58.3651240185409 -34.6357628294839,-58.3651420504011 -34.6357306552986,-58.3651489050737 -34.6357162345135,-58.3651326263753 -34.6357110821343,-58.3651646399975 -34.6356479026534,-58.3651793902382 -34.6356521521645,-58.3651911151348 -34.6356276368833,-58.3652094329926 -34.635581667797,-58.3652232425953 -34.6355439902089,-58.3652441900224 -34.6354805313679,-58.365254580502 -34.6354430313719,-58.3652705031351 -34.6353679373315,-58.3652703448072 -34.6353494535482,-58.3652693643051 -34.6353416084813,-58.365267029819 -34.6353375492283,-58.3652645161305 -34.6353328586828,-58.3652517529882 -34.6353220287844,-58.3652173266102 -34.6352944110343,-58.3651555616262 -34.6352562222036,-58.3651443914784 -34.6352680247773,-58.365093504819 -34.6352367872577,-58.365104314455 -34.6352255253853,-58.365083635551 -34.635213336672,-58.3650117969832 -34.6351726151082,-58.3649454345017 -34.635142266772,-58.3648951657198 -34.6351213083812,-58.3648382395962 -34.6350999839715,-58.3647742048028 -34.6350795554697,-58.3647031508885 -34.6350603835932,-58.364650982554 -34.6350481695012,-58.3645950352795 -34.6350361326756,-58.3645642715674 -34.6350309685681,-58.3645344362384 -34.6350778299337,-58.3645304695861 -34.6350845890548,-58.3644995350585 -34.6350716706737,-58.3644943065903 -34.6350803222255,-58.3645530290412 -34.6351041728383,-58.364076615926 -34.6358818152121)))",505,"Estadio Alberto J. Armando - Club Atl. Boca Jrs.","90","",NA,NA,NA,"","","","ESTADIO ALBERTO J. ARMANDO - CLUB ATLETICO BOCA JUNIORS","","BOCA",4,9047.595,0
"2","MULTIPOLYGON (((-58.3703679794255 -34.6073318590418,-58.3703443543059 -34.6073055130981,-58.3703392333075 -34.6073004600041,-58.3703337518501 -34.6072960377892,-58.3703278200934 -34.6072921562207,-58.3703213480973 -34.6072888152305,-58.370314605682 -34.6072860150228,-58.3703074127675 -34.6072839357903,-58.3703001294138 -34.607282307312,-58.370292575341 -34.6072814901096,-58.3702850206689 -34.6072812138938,-58.3702774651976 -34.6072816589938,-58.3702699091268 -34.6072826450805,-58.3702626220768 -34.6072843526873,-58.3702556041474 -34.6072866916497,-58.3702488553386 -34.6072896619679,-58.3702425557303 -34.6072930834491,-58.3702367051226 -34.6072971364224,-58.3702108682028 -34.607318846508,-58.3701824256038 -34.6073382103327,-58.3701517373874 -34.607354957674,-58.3701190734757 -34.6073689985704,-58.3700847938323 -34.6073801529644,-58.3700448504474 -34.6073890489329,-58.3700877438403 -34.6073963848313,-58.3701312710254 -34.6073999342823,-58.3701479096747 -34.6074002173987,-58.3703922676049 -34.6074092386449,-58.370399552967 -34.6074090638273,-58.3704069289677 -34.6074082579256,-58.3704136759849 -34.6074069105602,-58.3704177265892 -34.6074039381922,-58.3704216893478 -34.6073990723011,-58.3704235842778 -34.6073934835292,-58.3704236764125 -34.6073914999777,-58.3704232310004 -34.6073876225631,-58.3704208086984 -34.6073821206906,-58.3704180241419 -34.607378872659,-58.3703679794255 -34.6073318590418)))",523,"","99","",NA,NA,NA,"","","","CASA DE GOBIERNO - EXTERIOR","","MONSERRAT",1,265.602,0
"3","MULTIPOLYGON (((-58.3892006795691 -34.6237439556306,-58.3892963906113 -34.6237487919738,-58.3894374364314 -34.6237582538609,-58.3894372541382 -34.6237609586826,-58.3897049527653 -34.6237796930274,-58.3897188532169 -34.6236233563228,-58.3895636922073 -34.6236047796972,-58.3894103310568 -34.6235854826407,-58.3892941180822 -34.6235712569563,-58.3890303007518 -34.6235385485759,-58.3887689113675 -34.6235071033976,-58.3885904545585 -34.6234853556598,-58.3885758945676 -34.6235717242837,-58.3888354866829 -34.6236011851708,-58.3891169378572 -34.6236316505014,-58.3891151227824 -34.623649682281,-58.3892095710423 -34.6236582146699,-58.3892006795691 -34.6237439556306)))",524,"","00","COCHABAMBA - SOLIS - CEVALLOS, VIRREY - AU. 25 DE MAYO",NA,NA,NA,"","","","","","CONSTITUCION",1,1430.085,0
"4","MULTIPOLYGON (((-58.363333071273 -34.6240554480236,-58.363321161087 -34.6241608404393,-58.3634441613942 -34.6241380388415,-58.3634525248349 -34.6240647420344,-58.363333071273 -34.6240554480236)),((-58.3632634516144 -34.6241240965224,-58.3632981723964 -34.6241267395866,-58.3633065359643 -34.6240534427897,-58.3632718153201 -34.6240507095636,-58.3632634516144 -34.6241240965224)),((-58.3631854632952 -34.6240440571507,-58.3631690078542 -34.6241889378257,-58.3632305529291 -34.62417762732,-58.3632451900562 -34.624048704243,-58.3631854632952 -34.6240440571507)),((-58.363334980064 -34.6240389495034,-58.3634544336025 -34.6240482435123,-58.3634627070669 -34.6239749466303,-58.3633433435906 -34.6239656527028,-58.363334980064 -34.6240389495034)),((-58.3632736341649 -34.624034210971,-58.3633083548024 -34.6240369441965,-58.3633167184596 -34.6239635572335,-58.3632819977449 -34.6239609141746,-58.3632736341649 -34.624034210971)),((-58.3631873721152 -34.6240275586327,-58.3632470090139 -34.6240321154865,-58.3632553726171 -34.623958818692,-58.3631956459199 -34.6239541716047,-58.3631873721152 -34.6240275586327)),((-58.3640256131197 -34.6237912876737,-58.3638367051482 -34.623939725563,-58.3637888093733 -34.6238959570273,-58.36377883366 -34.6238878341468,-58.3637559695496 -34.6239002582832,-58.3637506589208 -34.6239028687416,-58.3637453482917 -34.6239054791998,-58.3637399478113 -34.6239079994205,-58.3637344574795 -34.6239104294036,-58.3637234770291 -34.6239151090408,-58.3637124068335 -34.6239196082753,-58.3637067369052 -34.6239217676185,-58.363695397369 -34.6239258158113,-58.3636838782369 -34.6239295933641,-58.363672269467 -34.62393310035,-58.3636604811013 -34.623936336696,-58.3636546320043 -34.6239378647409,-58.3636486930561 -34.6239393025481,-58.3636367254153 -34.6239419977601,-58.3636246681372 -34.6239444224051,-58.36360649285 -34.6239475633939,-58.363588138503 -34.6239499829197,-58.3635696948401 -34.6239518613841,-58.3635573696146 -34.6239526628465,-58.3635450446033 -34.6239532839791,-58.3635264228461 -34.6239536294982,-58.3635140988 -34.6239534391494,-58.3635016851177 -34.6239529782333,-58.3634893617157 -34.6239522468964,-58.3634818058787 -34.6239516997649,-58.3634589869102 -34.6241528378562,-58.3634958136648 -34.6241244660432,-58.363526335378 -34.6241027612545,-58.3635341680758 -34.624097447926,-58.3635657679813 -34.624076825976,-58.3635900743945 -34.6240619686102,-58.3636232016331 -34.6240429708443,-58.3636400346392 -34.6240338779163,-58.3636656885784 -34.6240205544234,-58.3636917015923 -34.624007862367,-58.3637092530713 -34.6239997618203,-58.3637181636396 -34.6239958018197,-58.3637359846668 -34.6239879719809,-58.3637538952207 -34.6239805028695,-58.3637720754317 -34.6239732143029,-58.3637903451697 -34.6239662864634,-58.3637995249632 -34.6239628676613,-58.3638273336786 -34.6239530622908,-58.3638460523428 -34.6239468561217,-58.363874309662 -34.6239380429117,-58.3639029260596 -34.6239298611365,-58.3639220932212 -34.6239247372911,-58.3639413500181 -34.6239198840083,-58.3639540376309 -34.6239169188561,-58.363959165668 -34.6239165623498,-58.3639627644179 -34.6239162046054,-58.3639664531259 -34.6239158469337,-58.3639700520893 -34.6239153088605,-58.3639736510527 -34.6239147707873,-58.3639772501229 -34.6239141425497,-58.363980849193 -34.623913514312,-58.3639843585185 -34.6239127056728,-58.363987957802 -34.6239118971064,-58.3639913772761 -34.62391099823,-58.3639983063956 -34.6239090202211,-58.364005145877 -34.6239067716463,-58.3640118057621 -34.6239042524328,-58.364018286051 -34.6239014625806,-58.3640215263554 -34.6238999324079,-58.3640246767016 -34.6238984021624,-58.3640278271544 -34.6238967817526,-58.364030887649 -34.6238951612699,-58.3640368291488 -34.6238915595018,-58.3640425908386 -34.6238878674236,-58.3640453818854 -34.6238858860652,-58.3640900522681 -34.6238426432971,-58.3640256131197 -34.6237912876737)),((-58.3622289566906 -34.6238782723272,-58.3622340842979 -34.6238782765504,-58.3622393019719 -34.6238781906832,-58.3622445197545 -34.6238780146516,-58.3621530633159 -34.6237777667119,-58.3620618645413 -34.6238368393177,-58.3620753498572 -34.6238437930972,-58.3620844306074 -34.6238479481476,-58.3620983671316 -34.6238537301602,-58.3621030427712 -34.6238555373031,-58.3621125741845 -34.6238589714082,-58.362122285841 -34.6238621351682,-58.3621271418327 -34.6238635818015,-58.3621319979333 -34.6238649382703,-58.3621419801179 -34.6238675612656,-58.3621469263946 -34.6238687374795,-58.3621519626294 -34.6238699137674,-58.3621620355344 -34.6238719056854,-58.3621670719871 -34.6238729016441,-58.3621721986154 -34.6238737173483,-58.3621823621318 -34.6238751683532,-58.3621874889778 -34.6238758037282,-58.3621927058907 -34.6238763490128,-58.3621978328456 -34.6238768942231,-58.362202960018 -34.6238772591046,-58.3622081771484 -34.6238776240601,-58.3622185217774 -34.6238780834034,-58.3622237391254 -34.6238782680297,-58.3622289566906 -34.6238782723272)),((-58.3641772204777 -34.6237675166641,-58.3641832420099 -34.6237723002379,-58.3642642213911 -34.6236815701106,-58.3642419286792 -34.6236673061518,-58.3642410296336 -34.6236668546043,-58.3642401305881 -34.6236664030569,-58.3642391414783 -34.6236660416012,-58.3642381522621 -34.6236657703096,-58.3642371629393 -34.6236655891824,-58.3642361736165 -34.6236654080551,-58.3641892202278 -34.6236614930788,-58.3641772204777 -34.6237675166641)),((-58.3624600593096 -34.6235788463231,-58.3621797116251 -34.6237605672837,-58.362203608902 -34.6237867346347,-58.3623730392841 -34.62367921787,-58.3624010691261 -34.6237099869632,-58.362437499449 -34.6237121808563,-58.3624346372263 -34.6237733099321,-58.3624011752707 -34.6237712988076,-58.3622670353318 -34.6238563937482,-58.3624455465617 -34.6240521972212,-58.3624538182714 -34.6240559007573,-58.3624592140295 -34.6240573478209,-58.3624666794773 -34.6240582555989,-58.3624723469533 -34.6240581700914,-58.3624798147862 -34.6240570942549,-58.3624886341599 -34.6240542162415,-58.36249178454 -34.6240526860357,-58.3625327483549 -34.6240253998839,-58.3625456018667 -34.6240341563793,-58.3625526129728 -34.6240388506815,-58.3625597141462 -34.6240434548929,-58.3625722320906 -34.6240320142969,-58.3625737631127 -34.6240305729241,-58.3625530753294 -34.6240283919971,-58.3625635940959 -34.6239587937581,-58.3626512925398 -34.6239677919885,-58.3626670480867 -34.6239570753528,-58.3626815432424 -34.6239471691607,-58.3626962179864 -34.6239375336071,-58.3627111622768 -34.6239281687657,-58.3627262862637 -34.6239189843984,-58.3627339381058 -34.6239144824521,-58.3627493314213 -34.6239057491244,-58.3627570730028 -34.6239014275788,-58.3627649944996 -34.6238971061801,-58.3627728258214 -34.6238929650357,-58.3627807471004 -34.6238888239645,-58.3627887582286 -34.6238847731307,-58.3628048703326 -34.6238767616994,-58.3628210720675 -34.6238690208325,-58.3628375433493 -34.623861550677,-58.3628541042622 -34.6238543510858,-58.3628624745676 -34.6238508415272,-58.3628709347223 -34.6238474222059,-58.3628776848107 -34.6238447227994,-58.3628588028126 -34.6238370433768,-58.3628534979918 -34.6238347849261,-58.362848366607 -34.623837936478,-58.3628303614 -34.623849282446,-58.3626822210838 -34.6237571032725,-58.362683220357 -34.6237489893004,-58.3626788155581 -34.6237463709226,-58.3626534661567 -34.6237307517023,-58.3626204777087 -34.6237089950338,-58.3625962991889 -34.6236922046256,-58.362564841895 -34.6236689164045,-58.3625418342574 -34.62365095481,-58.3625268260443 -34.6236386801346,-58.3625120879255 -34.6236262253505,-58.3624975299433 -34.6236135903837,-58.3624888133645 -34.6236058290891,-58.3624762331583 -34.6235942777169,-58.3624623954993 -34.6235811023516,-58.3624600593096 -34.6235788463231)))",567,"Complejo Madero Tango","90","RAWSON DE DELLEPIANE, ELVIRA ENTRE GORRITI JUANA MANUELA Y DEALESSI, PIERINA",NA,NA,NA,"","","","","Redigitalizado (unión de partes y agregado de nombre) en Noviembre de 2017","PUERTO MADERO",1,2440.036,653.937
"5","MULTIPOLYGON (((-58.3624049737049 -34.6147167315216,-58.3624569317084 -34.6147191608114,-58.3625006769367 -34.6143492758912,-58.3624054243682 -34.6143420378631,-58.3623674837384 -34.614685675076,-58.3624049737049 -34.6147167315216)),((-58.3627613668271 -34.6136096479378,-58.3627410084687 -34.6137361203446,-58.362689051069 -34.6137336911764,-58.3626774127415 -34.6138100524024,-58.3627553503432 -34.6138125028618,-58.3627546102585 -34.6138278659058,-58.3628487867298 -34.6138292854762,-58.362814316318 -34.6141393643287,-58.3625153885756 -34.614117789103,-58.3625066539368 -34.6141798331743,-58.3627029407181 -34.6141871539783,-58.3626825220153 -34.6143637446249,-58.362682464765 -34.6144114763027,-58.3628037034993 -34.614413962223,-58.3627657587567 -34.6147623727259,-58.3632704344329 -34.6147996593033,-58.363320666916 -34.6147649869073,-58.363427835384 -34.6138246585354,-58.3634576054321 -34.6138267565393,-58.3634757807619 -34.6136628754471,-58.36328092314 -34.6136482578203,-58.3632804014116 -34.6136477896068,-58.363279988614 -34.6136515124711,-58.3627613668271 -34.6136096479378)))",570,"","20","DEALESSI, PIERINA - EYLE, PETRONA - MANSO JUANA - SALOTTI MARTHA - COSSENTTINI, OLGA",NA,NA,NA,"","","","","Redigitalizado por USIG en Mayo de 2014","PUERTO MADERO",1,7733.073,0
"6","MULTIPOLYGON (((-58.3632033408883 -34.612541613848,-58.3632149814015 -34.6124628659702,-58.3626261561083 -34.6124218124199,-58.3626260673267 -34.6124957965437,-58.3629810895922 -34.6125247262833,-58.3629665308112 -34.6126297242086,-58.3628020064585 -34.6126176566683,-58.3627378652343 -34.6131474264063,-58.3625213886078 -34.613128156149,-58.3625097387434 -34.6132140637039,-58.3629080611315 -34.6132454157935,-58.3631052409404 -34.6132595861764,-58.3631130969462 -34.6131763723182,-58.3629110448947 -34.6131642742862,-58.3630128369189 -34.612529525402,-58.3632033408883 -34.612541613848)))",571,"","80","MANSO JUANA - SALOTTI MARTHA - COSSENTTINI, OLGA - VILLAFLOR, AZUCENA",NA,NA,NA,"","","","","Redigitalizado por USIG en Mayo de 2014","PUERTO MADERO",1,2005.031,0
"7","MULTIPOLYGON (((-58.3618293647971 -34.6124871851452,-58.3621795871856 -34.6125065669004,-58.362195135992 -34.6123792950714,-58.361848766827 -34.6123567344301,-58.3618293647971 -34.6124871851452)),((-58.3616370263907 -34.6124011088382,-58.361806290943 -34.6124712554859,-58.3618218210661 -34.6123598942688,-58.3616756150816 -34.6123184057818,-58.3616370263907 -34.6124011088382)))",573,"","94","VILLAFLOR, AZUCENA ENTRE MANSO, JUANA Y PAINE AIME",NA,NA,NA,"","","","","Redigitalizado por USIG en Mayo de 2014","PUERTO MADERO",1,631.468,0
"8","MULTIPOLYGON (((-58.3609861909799 -34.6127124153249,-58.3610249162494 -34.6125183385377,-58.3609364043052 -34.612508718393,-58.3609172221885 -34.6124577885368,-58.3608981488607 -34.6123177595207,-58.360778846407 -34.6123081135652,-58.3607360189172 -34.6127090243819,-58.3607088200359 -34.6129190212854,-58.3608280261739 -34.6130082201201,-58.3608473521631 -34.6129414118273,-58.3608782052995 -34.6128905237301,-58.3609436477219 -34.6128810319835,-58.3610591215375 -34.6128747640094,-58.3610207104517 -34.6128110896881,-58.3607744102923 -34.612788609356,-58.3607860657722 -34.6126995198514,-58.3609861909799 -34.6127124153249)))",575,"","96","PAINE AIME - SALOTTI MARTHA - LANTIERI JULIETA - CALABRIA - VILLAFLOR, AZUCENA",NA,NA,NA,"","","","","Redigitalizado por USIG en Mayo de 2014","PUERTO MADERO",1,1244.743,0
"9","MULTIPOLYGON (((-58.3646816731395 -34.6207342525626,-58.3647115352174 -34.6207367109919,-58.3647398961218 -34.6204856259235,-58.3647094042405 -34.620483347324,-58.364703131573 -34.6205393343768,-58.3646842132824 -34.6207160413957,-58.3646816731395 -34.6207342525626)),((-58.3647514031968 -34.6201088381281,-58.3647165853439 -34.6204197871905,-58.3647470772022 -34.6204220657882,-58.3647641670819 -34.6202701524937,-58.3647600295095 -34.6202698786786,-58.3647563489106 -34.620263474051,-58.3647579850328 -34.6202490490602,-58.3647629391819 -34.6202433726803,-58.3647671667072 -34.6202436465674,-58.3647677121511 -34.6202387781276,-58.3647635746861 -34.6202384141484,-58.3647598940884 -34.6202320095208,-58.3647615301034 -34.6202176746943,-58.3647664842503 -34.6202119983141,-58.364770711774 -34.6202122722012,-58.3647712573235 -34.6202073135969,-58.3647671197541 -34.6202070397822,-58.3647634391575 -34.6202006351547,-58.3647650751713 -34.620186300328,-58.3647700294221 -34.6201805337834,-58.3647742568383 -34.6201808978346,-58.3647748023873 -34.6201759392303,-58.3647707548794 -34.6201755753236,-58.3647669843298 -34.620169170624,-58.3647686203424 -34.6201548357971,-58.3647736644391 -34.6201491594889,-58.3647778020056 -34.6201494333034,-58.3647783475543 -34.6201444746991,-58.364774209988 -34.6201442008846,-58.3647705293936 -34.6201377962573,-58.3647721654049 -34.6201234614304,-58.3647772096054 -34.6201176949576,-58.3647813470645 -34.6201180589364,-58.3647821648043 -34.6201111169336,-58.3647514031968 -34.6201088381281)),((-58.3647847662805 -34.6198108715469,-58.3647586754602 -34.6200441960885,-58.3647894369382 -34.6200465650564,-58.3647902546766 -34.6200396230536,-58.3647860271616 -34.6200393491672,-58.3647823465709 -34.6200329445402,-58.3647839826839 -34.6200185195485,-58.3647890267714 -34.6200128432395,-58.3647932542851 -34.6200131171257,-58.364793799726 -34.6200082486855,-58.3647896622723 -34.6200078847072,-58.3647858917288 -34.620001480008,-58.3647875277347 -34.6199871451805,-58.36479257182 -34.6199814688713,-58.3647967993321 -34.6199817427574,-58.3647973447726 -34.6199768743172,-58.3647931173666 -34.6199765102668,-58.3647893468243 -34.6199701055677,-58.364790982829 -34.6199557707401,-58.3647960270181 -34.6199500042664,-58.3648003443765 -34.6199503683889,-58.3648008899224 -34.6199454097843,-58.3647965725643 -34.6199450456618,-58.3647928919769 -34.619938641035,-58.3647944380266 -34.6199243061351,-58.3647994821076 -34.6199186298255,-58.364803889524 -34.6199189038557,-58.3648157976399 -34.6198131505604,-58.3647847662805 -34.6198108715469)),((-58.3651702048691 -34.6198220902031,-58.365166569172 -34.619854185826,-58.3651428235085 -34.6198523635504,-58.365131643768 -34.6199509944717,-58.3651554794131 -34.6199528168214,-58.3651518438099 -34.6199848222788,-58.3651280081557 -34.6199829999284,-58.3651139192478 -34.6201077761965,-58.3651376649834 -34.6201095984778,-58.3651340289443 -34.6201419645911,-58.3651102831996 -34.6201401423091,-58.3651029207184 -34.6202052351188,-58.3651266664815 -34.6202070574022,-58.3651219404316 -34.620248439083,-58.3651294812764 -34.6202615189531,-58.36513261933 -34.6202703575744,-58.36513440765 -34.6202795557737,-58.3651344813545 -34.6202934411506,-58.3651314969337 -34.6203070535884,-58.3651277985765 -34.6203157965774,-58.3651213098446 -34.620326070129,-58.3651120324251 -34.620336431614,-58.3651063060977 -34.620387009262,-58.3650825602838 -34.6203851869746,-58.3650681086755 -34.6205123072132,-58.3650572027382 -34.6206074219246,-58.3650810385693 -34.6206092442889,-58.3650773129538 -34.6206412496686,-58.3650535670682 -34.6206394273755,-58.3650431150952 -34.620730935871,-58.3650668610066 -34.6207327581662,-58.3650631350632 -34.6207650340377,-58.3650393891427 -34.6207632117418,-58.3650357535644 -34.620795127027,-58.3649378019861 -34.6207872944296,-58.3649348189956 -34.620799644561,-58.3649321135871 -34.6208054129141,-58.3649295003536 -34.6208092878886,-58.3649277890991 -34.620811089805,-58.3649186069495 -34.6208168529665,-58.3649121266134 -34.6208199133613,-58.3649044778172 -34.6208221613396,-58.3648957509389 -34.6208232363159,-58.3648887347871 -34.6208229601973,-58.3648818104944 -34.6208210611929,-58.3648752473962 -34.6208179903406,-58.3648677864442 -34.6208134761375,-58.3648609564459 -34.6208078804674,-58.3648587124456 -34.6208037311055,-58.3648557525115 -34.6207964254155,-58.3648527127824 -34.6207804638795,-58.3646770476062 -34.6207664375349,-58.3646644894525 -34.6208892313478,-58.3652968134523 -34.6209424705464,-58.3653215246646 -34.6207383383937,-58.3650872032115 -34.6207221350466,-58.3651059310165 -34.6205579238971,-58.3653395205909 -34.620569145788,-58.365362957393 -34.62033932713,-58.3651951956134 -34.6203244160839,-58.3652041893666 -34.6202434981949,-58.3653714008181 -34.6202565315307,-58.365395784217 -34.6200174287885,-58.3651687368819 -34.6200004342284,-58.3651838315267 -34.6198616832722,-58.3654159681157 -34.6198795044058,-58.3654316981284 -34.6197452548782,-58.3652597321891 -34.6197251448411,-58.3651082654001 -34.619712220416,-58.365099900988 -34.6197111317513,-58.3650927039664 -34.6197117571439,-58.3650810976379 -34.6197137314739,-58.36506570872 -34.6197195798452,-58.3650581476593 -34.6197238115208,-58.3650472518744 -34.6197335405556,-58.3650460809996 -34.61973480192,-58.3650446396304 -34.6197366040544,-58.3650431983668 -34.6197383160245,-58.3650418468454 -34.6197402083951,-58.3650405853832 -34.6197420106735,-58.3650394137688 -34.6197439031881,-58.3650383320024 -34.6197458859391,-58.3650372502359 -34.6197478686901,-58.3650356230444 -34.6197547198826,-58.3650395777277 -34.6197575181453,-58.3650442504559 -34.6197616694489,-58.3650472154392 -34.6197646472479,-58.3650485623141 -34.6197667221075,-58.3650501766209 -34.6197708709626,-58.3650516086974 -34.6197770032888,-58.3650518727499 -34.6197819625427,-58.3650511467847 -34.6197873718262,-58.3651286800481 -34.6197932043864,-58.3651493675877 -34.6197947537261,-58.3651464591092 -34.6198203580926,-58.3651702048691 -34.6198220902031),(-58.365213237146 -34.6207927443884,-58.3652059699131 -34.6208533290537,-58.3651272668798 -34.6208469546208,-58.3651345342748 -34.6207862797959,-58.365213237146 -34.6207927443884)),((-58.3652330641565 -34.6196839184011,-58.3654339743894 -34.6197011157378,-58.3654362227542 -34.6196808862591,-58.3652350654796 -34.6196648051449,-58.3652330641565 -34.6196839184011)),((-58.364805038108 -34.6196301983378,-58.3647895844379 -34.6197677768264,-58.3649681267849 -34.6197811741635,-58.3649694815851 -34.6197764866996,-58.3649731798291 -34.619767833879,-58.3649776853295 -34.6197611653219,-58.3649809280972 -34.6197573810143,-58.3649904690945 -34.6197523394497,-58.3649926398152 -34.6197422427744,-58.3649935423096 -34.6197397188938,-58.3649944446982 -34.6197372851775,-58.364995437146 -34.6197347613688,-58.3649965194416 -34.6197323277966,-58.3649977815387 -34.6197299845327,-58.3649990437412 -34.6197275511045,-58.3650003957917 -34.6197252079127,-58.365001747842 -34.6197228647209,-58.3650032796937 -34.6197206118374,-58.3650048115453 -34.6197183589539,-58.3650055323358 -34.6197173677227,-58.3650143616222 -34.6197055632553,-58.3650244460299 -34.6196973663688,-58.3650338983317 -34.6196912427568,-58.365045779588 -34.6196849407596,-58.3650607187335 -34.6196790920308,-58.365070076537 -34.61967684541,-58.3650809628103 -34.6196752311625,-58.3650952672104 -34.6196737098133,-58.365105700338 -34.6196749804622,-58.3651871016068 -34.6196807259153,-58.3651902728629 -34.6196611627729,-58.364805038108 -34.6196301983378)))",576,"","20","HUMBERTO 1 (PROYECCION IMAGINARIA)  - MOREAU DE JUSTO, ALICIA - GORRITI JUANA MANUELA",NA,NA,NA,"","","","","Redigitalización por USIG en Mayo de 2017: unión de sectores y redigitalización de otros","PUERTO MADERO",1,3477.598,0
